"","BANDNU","PREFIXNUMB","BANDNUMBER","RECAP","SPECIESCOD","SPECIESNUM","STATUS","REMARKCD","AGE","SEX","WT","CULMEN","TARSUS","DATE","WING","NASALCODE","TARSALCODE","MAP_NO","FREQUENCY","NEST_NO","EASTING","NORTHING","COMMENTS","LEAD","XRAY","DNA","WAES","REC","BANDSITE","LATITITUDE","D1","LONGITUDE","D2","REMARKS","COLLAR","CCOLLAR","TCOLOR","BANDET","WEBTAG","BLOOD","PAINT","RTFREQ","RTATTACH","RTPOWR","RTANT","SPOT","HAND","TRAN","G24H","OILD","BRDP"
"1",NA,"966","00211",NA,"OLDS","1540","389",NA,"AHY","F",550,NA,NA,1999-06-17,NA,NA,NA,"10","15738","GJH032",500604,6745530,NA,NA,NA,NA,NA,"0","KIG",6050.4,"N",16459,"W","SATELLITE TRANSM",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"2",NA,"966","00212",NA,"OLDS","1540","389",NA,"AHY","F",575,NA,NA,1999-06-17,NA,NA,NA,"12","15733","TLM004",499487,6743813,"60 50 40  165 00 02",FALSE,NA,NA,NA,"0","KIG",6050.4,"N",16500.02,"W","SATELLITE TRANSM",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"3",NA,"966","00213",NA,"OLDS","1540","389",NA,"AHY","F",550,NA,NA,1999-06-17,NA,NA,NA,"24","11516","TLM105",499970,6744345,"60 50 12  165 00 00",NA,NA,NA,NA,"0","KIG",6050.12,"N",16500,"W","SATELLITE TRANSM",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"4",NA,"966","00214",NA,"OLDS","1540","389",NA,"AHY","F",575,NA,NA,1999-06-17,NA,NA,NA,"13","11518","GJH038",500630,6744500,NA,NA,NA,NA,NA,"0","KIG",6050.37,"N",16459.1,"W","SATELLITE TRANSM",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"5",NA,"966","00215",NA,"OLDS","1540","389",NA,"AHY","F",750,NA,NA,1999-06-17,NA,NA,NA,"CMP","15734","TLM135",500579,6744751,"60 50 23  164 59 22",NA,NA,NA,NA,"0","KIG",6050.23,"N",16459.22,"W","SATELLITE TRANSM",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"6",NA,"1347","21750",FALSE,"SPEI","1508","351",NA,"AHY","F",1362,NA,NA,1999-06-09,NA,NA,NA,"CMP",NA,"BAND",500579,6744751,NA,NA,NA,NA,NA,"0","KIG",6050.23,"N",16459.22,"W","REHAB BIRD RELEASED",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"7",NA,"1347","46068",TRUE,"SPEI","1508","318",NA,"ATY","F",1200,NA,NA,1999-08-03,NA,"J65","E2","30",NA,"BAND",501033,6744200,NA,TRUE,NA,NA,NA,"R","KIG",6050.03,"N",16458.36,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"8",NA,"1347","46071",TRUE,"SPEI","1508","318",NA,"ATY","F",1250,NA,NA,1999-08-04,NA,"H85","3K","6",NA,"BAND",499772,6746063,NA,TRUE,NA,NA,NA,"R","KIG",6051.09,"N",16500.18,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"9",NA,"1347","46077",TRUE,"SPEI","1508","318",NA,"ATY","F",1200,0,0,1999-06-23,0,"S83","A4","9",NA,"TLM003",499658,6745823,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6050.1,"N",16458.34,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"10",NA,"1347","46081",TRUE,"SPEI","1508","318",NA,"ATY","F",NA,NA,NA,1999-08-03,NA,"S61","6K","33","5783","BAND",500578,6743858,NA,TRUE,NA,NA,NA,"R","KIG",6050.09,"N",16500.02,"W","CAUGHT W/BROOD",NA,NA,"Y",NA,NA,"Y",NA,"5783",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"11",NA,"1347","46081",TRUE,"SPEI","1508","389",NA,"ATY","F",1140,0,0,1999-07-01,0,"S61","6K","24","5783","TLM104",499976,6744316,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6049.57,"N",16459.18,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,"5783",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"12",NA,"1347","46082",TRUE,"SPEI","1508","318",NA,"ATY","F",1100,0,0,1999-06-22,0,"S63","E6","6",NA,"TLM063",500223,6746066,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6051.06,"N",16459.45,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"13",NA,"1347","46088",TRUE,"SPEI","1508","318",NA,"ATY","F",1150,0,0,1999-07-01,0,NA,"J5","23",NA,"TLM089",499598,6744332,"NARE DEFORMED DID NOT PUT NASAL ON",TRUE,FALSE,FALSE,FALSE,"R","KIG",6050.11,"N",16500.11,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"14",NA,"1347","46090",TRUE,"SPEI","1508","318",NA,"ATY","F",1240,NA,0,1999-08-05,NA,"X33","C6","11",NA,"BAND",500672,6745975,NA,NA,NA,NA,NA,"R","KIG",6051,"N",16459.01,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"15",NA,"1037","52963",TRUE,"SPEI","1508","318",NA,"ATY","F",NA,NA,NA,1999-08-02,NA,"X88","NJ",NA,NA,"BAND",500127,6745913,NA,TRUE,NA,NA,NA,"R","KIG",6051,"N",16459.5,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"16",NA,"1037","52968",TRUE,"SPEI","1508","351",NA,"ATY","F",1075,0,0,1999-06-23,0,"T50","OJ","47",NA,"GJH117",500209,6743990,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6049.25,"N",16449.25,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"17",NA,"1037","52980",TRUE,"SPEI","1508","351",NA,"ATY","F",1075,0,0,1999-06-21,0,"X75","C4",NA,NA,"GJH093",501450,6744972,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6050.28,"N",16458.26,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"18",NA,"1037","52990",TRUE,"SPEI","1508","389",NA,"ATY","F",1140,0,0,1999-06-29,0,"T90","IE","18","5932","TLM130",502500,6745008,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6050.31,"N",16457.14,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,"5932",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"19",NA,"1037","52990",TRUE,"SPEI","1508","389",NA,"ATY","F",1160,NA,NA,1999-08-05,NA,"T90","IE","22","5932","BAND",503292,6744659,NA,TRUE,NA,NA,NA,"R","KIG",6050.19,"N",16456.13,"W","CAUGHT W/BROOD",NA,NA,"Y",NA,NA,"Y",NA,"5932",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"20",NA,"1037","52995",TRUE,"SPEI","1508","318",NA,"ATY","F",1200,0,0,1999-06-30,0,"X90","J9","18",NA,"TLM123",502285,6744938,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6050.3,"N",16457.29,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,"5953",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"21",NA,"1347","54814",TRUE,"SPEI","1508","389",NA,"ATY","F",1120,26.1,55.1,1999-06-26,260,"T86","714","33","5854","GJH074",500356,6744000,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6049.57,"N",16459.27,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,"5854",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"22",NA,"1347","57405",TRUE,"SPEI","1508","389",NA,"ASY","F",1100,0,0,1999-06-26,0,"T63","LT","27","5792","TLM099",500634,6744391,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6050.12,"N",16459.18,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,"5792",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"23",NA,"1346","57405",TRUE,"SPEI","1508","351",NA,"ASY","F",1210,NA,NA,1999-08-03,NA,"T63","LT","46",NA,"BAND",500928,6743632,NA,TRUE,NA,NA,NA,"R","KIG",6049.49,"N",16458.53,"W","CAUGHT W/BROOD",NA,NA,"Y",NA,NA,"Y",NA,"5792",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"24",NA,"1347","57412",TRUE,"SPEI","1508","318",NA,"ASY","F",1250,NA,NA,1999-08-04,NA,"X76","LZ","4",NA,"BAND",500766,6746370,NA,TRUE,NA,NA,NA,"R","KIG",6051.19,"N",16459.07,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"25",NA,"1347","57419",TRUE,"SPEI","1508","389",NA,"ASY","F",1150,0,0,1999-06-25,0,"X26","PZ","24","5823","TLM100",499866,6744244,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6050.07,"N",16500.19,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,"5823",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"26",NA,"1347","57420",TRUE,"SPEI","1508","318",NA,"ASY","F",1400,0,0,1999-08-02,0,"H57","RA",NA,NA,"BAND",0,0,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6050.1,"N",16458.34,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"27",NA,"1347","57423",TRUE,"SPEI","1508","351",NA,"ASY","F",1260,NA,NA,1999-08-04,NA,"X05","IN","10",NA,"BAND",500186,6745933,NA,TRUE,NA,NA,NA,"R","KIG",6050.52,"N",16459.34,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"28",NA,"1347","57429",TRUE,"SPEI","1508","318",NA,"ASY","F",1190,NA,NA,1999-08-06,NA,"H53","XN","6",NA,"BAND",500023,6746427,NA,TRUE,NA,NA,NA,"R","KIG",6051.11,"N",16459.5,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"29",NA,"1347","57433",TRUE,"SPEI","1508","389",NA,"ASY","F",1240,0,0,1999-06-27,0,"S95","NR","64","5883","CLR002",501197,6746362,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6051.16,"N",16458.49,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,"5883",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"30",NA,"1347","57435",TRUE,"SPEI","1508","351",NA,"ASY","F",1200,0,0,1999-06-28,0,"T10","LP","23",NA,"TLM091",499694,6744652,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6050.2,"N",16500.21,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"31",NA,"1347","57436",TRUE,"SPEI","1508","389",NA,"ASY","F",1160,0,0,1999-06-27,0,"H61","RP","65","5904","CLR007",501138,6746145,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6051.09,"N",16458.48,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,"5904",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"32",NA,"1347","57448",TRUE,"SPEI","1508","389",NA,"ASY","F",1120,0,0,1999-06-25,0,"S42","459","13","5982","GJH035",500635,6745154,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6050.37,"N",16459.18,"W","REPLACED NASA TAG",NA,NA,"Y",NA,NA,"Y",NA,"5982",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"33",NA,"1347","57450",TRUE,"SPEI","1508","351",NA,"ASY","F",1240,NA,NA,1999-08-07,NA,"X73","379","12",NA,"BAND",499882,6745167,NA,TRUE,NA,NA,NA,"R","KIG",6050.33,"N",16500.21,"W","CAUGHT W/BROOD",NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"34",NA,"1347","57455",TRUE,"SPEI","1508","351",NA,"ASY","F",NA,NA,NA,1999-08-03,NA,"J95","590",NA,"5923","BAND",500862,6744775,"NEEDED TO CHANGE NASAL TAG",NA,NA,NA,NA,"R","KIG",6050.23,"N",16459.22,"W","CAUGHT W/BROOD",NA,NA,"Y",NA,NA,NA,NA,"5923",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"35",NA,"1347","57455",TRUE,"SPEI","1508","389",NA,"ASY","F",1080,0,0,1999-07-02,0,"X17","590","33","5923","GJH076",500552,6743669,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6049.49,"N",16459.23,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,"5923",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"36",NA,"1347","57456",TRUE,"SPEI","1508","389",NA,"ASY","F",1200,0,0,1999-06-28,0,"X40","510","5","5943","TLM082",499432,6746084,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6051.06,"N",16500.38,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,"5943",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"37",NA,"1347","57465",TRUE,"SPEI","1508","318",NA,"ASY","F",1110,NA,NA,1999-08-04,NA,"T07","520","2","5893","BAND",499825,6746727,NA,TRUE,NA,NA,NA,"R","KIG",6051.19,"N",16459.54,"W","CAUGHT W/BROOD",NA,NA,"Y",NA,NA,"Y",NA,"5893",NA,NA,NA,NA,NA,"Y",NA,NA,"Y"
"38",NA,"1347","57465",TRUE,"SPEI","1508","389",NA,"ASY","F",1090,0,0,1999-06-28,0,"T07","520","2","5893","TLM071",500081,6746458,NA,TRUE,FALSE,FALSE,FALSE,"R","KIG",6051.19,"N",16459.54,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,"5893",NA,NA,NA,NA,NA,NA,NA,NA,"Y"
