"","BANDNU","PREFIXNUMB","BANDNUMBER","RECAP","SPECIESCOD","SPECIESNUM","STATUS","REMARKCD","AGE","SEX","WT","CULMEN","TARSUS","DATE","WING","NASALCODE","TARSALCODE","MAP_NO","FREQUENCY","NEST_NO","EASTING","NORTHING","COMMENTS","LEAD","XRAY","DNA","WAES","REC","BANDSITE","LATITITUDE","D1","LONGITUDE","D2","REMARKS","COLLAR","CCOLLAR","TCOLOR","BANDET","WEBTAG","BLOOD","PAINT","RTFREQ","RTATTACH","RTPOWR","RTANT","SPOT","HAND","TRAN","G24H","OILD","BRDP"
"113",NA,"1347","76987",FALSE,"SPEI","1508","300",NA,"L","M",925,20.3,57.1,1999-08-03,NA,NA,NA,"30",NA,"BAND",501033,6744200,NA,NA,NA,NA,NA,"0","KIG",6050.03,"N",16458.36,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"114",NA,"1347","76988",FALSE,"SPEI","1508","300",NA,"L","M",970,20.9,58.1,1999-08-03,NA,NA,NA,"30",NA,"BAND",501033,6744200,NA,NA,NA,NA,NA,"0","KIG",6050.03,"N",16458.36,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"115",NA,"1347","76989",FALSE,"SPEI","1508","301",NA,"L","F",890,23.7,57.3,1999-08-03,NA,NA,"505","30",NA,"BAND",501033,6744200,NA,NA,NA,NA,NA,"0","KIG",6050.03,"N",16458.36,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"116",NA,"1347","76990",FALSE,"SPEI","1508","301",NA,"L","F",820,22.4,54.5,1999-08-03,NA,NA,"579","28",NA,"BAND",500788,6744604,NA,NA,NA,NA,NA,"0","KIG",6050.12,"N",16458.52,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"117",NA,"1347","76991",FALSE,"SPEI","1508","301",NA,"L","F",800,22.3,56.5,1999-08-03,NA,NA,"085","28",NA,"BAND",500788,6744604,NA,NA,NA,NA,NA,"0","KIG",6050.12,"N",16458.52,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"118",NA,"1347","76992",FALSE,"SPEI","1508","301",NA,"L","F",870,22.8,56,1999-08-03,NA,NA,"881","28",NA,"BAND",500788,6744604,NA,NA,NA,NA,NA,"0","KIG",6050.12,"N",16458.52,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"119",NA,"1347","76993",FALSE,"SPEI","1508","301",NA,"L","F",660,22.4,53.1,1999-08-03,NA,NA,"819","C",NA,"BAND",500862,6744775,NA,NA,NA,NA,NA,"0","KIG",6050.23,"N",16459.27,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"120",NA,"1347","76994",FALSE,"SPEI","1508","300",NA,"L","M",730,20,54.3,1999-08-03,NA,NA,NA,"C",NA,"BAND",500862,6744775,NA,NA,NA,NA,NA,"0","KIG",6050.23,"N",16459.27,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"121",0,"1347","76995",FALSE,"SPEI","1508","301",NA,"L","F",930,23.3,59.1,1999-08-04,NA,NA,"935","10",NA,"BAND",500186,6745933,NA,NA,NA,NA,NA,"0","KIG",6050.52,"N",16459.34,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"122",NA,"1347","76996",FALSE,"SPEI","1508","301",NA,"L","F",980,23,57.2,1999-08-04,NA,NA,"977","10",NA,"BAND",500186,6745933,NA,NA,NA,NA,NA,"0","KIG",6050.12,"N",16459.34,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"123",NA,"1347","76997",FALSE,"SPEI","1508","300",NA,"L","M",1000,23.7,54.3,1999-08-04,NA,NA,NA,"10",NA,"BAND",500186,6745933,NA,NA,NA,NA,NA,"0","KIG",6050.12,"N",16459.34,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"124",NA,"1347","76998",FALSE,"SPEI","1508","300",NA,"L","M",980,20.6,55,1999-08-04,NA,NA,NA,"10",NA,"BAND",500186,6745933,NA,NA,NA,NA,NA,"0","KIG",6050.12,"N",16459.34,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"125",NA,"1347","76999",FALSE,"SPEI","1508","301",NA,"L","F",975,22.3,59,1999-08-02,0,NA,"807",NA,NA,"BAND",500127,6745913,NA,FALSE,FALSE,FALSE,FALSE,"0","KIG",6051,"N",16459.5,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"126",NA,"1347","81001",FALSE,"SPEI","1508","300",NA,"L","M",985,19.7,56.5,1999-08-06,NA,NA,NA,"27",NA,"BAND",500634,6744391,NA,NA,NA,NA,NA,"0","KIG",6050.12,"N",16459.18,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"127",NA,"1347","81002",FALSE,"SPEI","1508","301",NA,"L","F",945,22.2,55.8,1999-08-06,NA,NA,"733","27",NA,"BAND",500634,6744391,NA,NA,NA,NA,NA,"0","KIG",6050.12,"N",16459.18,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"128",NA,"1347","81003",FALSE,"SPEI","1508","301",NA,"L","F",930,22.8,56,1999-08-06,NA,NA,"179","27",NA,"BAND",500634,6744391,NA,NA,NA,NA,NA,"0","KIG",6050.12,"N",16459.18,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"129",NA,"1347","81004",FALSE,"SPEI","1508","301",NA,"L","F",960,22.9,54.8,1999-08-06,NA,NA,"969","24",NA,"BAND",499890,6744586,NA,TRUE,NA,NA,NA,"0","KIG",6050.17,"N",16500.05,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"130",NA,"1347","81005",FALSE,"SPEI","1508","301",NA,"L","F",990,22.7,54,1999-08-06,NA,NA,"NI","24",NA,"BAND",499890,6744586,NA,NA,NA,NA,NA,"0","KIG",6050.17,"N",16500.05,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"131",NA,"1347","81006",FALSE,"SPEI","1508","300",NA,"L","M",940,22.7,57.5,1999-08-06,NA,NA,NA,"23",NA,"BAND",499362,6744506,NA,NA,NA,NA,NA,"0","KIG",6048.55,"N",16502.49,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"132",NA,"1347","81007",FALSE,"SPEI","1508","301",NA,"L","F",920,24.3,55.5,1999-08-06,NA,NA,"815","23",NA,"BAND",499362,6744506,NA,NA,NA,NA,NA,"0","KIG",6048.55,"N",16502.49,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"133",NA,"1347","81008",FALSE,"SPEI","1508","351",NA,"AHY","F",1310,24.1,54.7,1999-08-06,NA,"T56","803","23",NA,"BAND",499362,6744506,NA,TRUE,NA,NA,NA,"0","KIG",6048.55,"N",16502.49,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"134",NA,"1347","81009",FALSE,"SPEI","1508","301",NA,"L","F",965,24.1,56,1999-08-06,NA,NA,"965","23",NA,"BAND",499362,6744506,NA,NA,NA,NA,NA,"0","KIG",6048.55,"N",16502.49,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"135",NA,"1347","81010",FALSE,"SPEI","1508","301",NA,"L","F",980,24.7,58.1,1999-08-06,NA,NA,"927","8",NA,"BAND",499019,6745542,NA,NA,NA,NA,NA,"0","KIG",6050.46,"N",16500.53,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"136",NA,"1347","81011",FALSE,"SPEI","1508","300",NA,"L","M",940,21,57,1999-08-06,NA,NA,NA,"8",NA,"BAND",499019,6745542,NA,NA,NA,NA,NA,"0","KIG",6050.46,"N",16500.53,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"137",NA,"1347","81012",FALSE,"SPEI","1508","300",NA,"L","M",975,21.4,55.1,1999-08-06,NA,NA,NA,"8",NA,"BAND",499181,6745919,NA,NA,NA,NA,NA,"0","KIG",6050.59,"N",16500.4,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"138",NA,"1347","81013",FALSE,"SPEI","1508","300",NA,"L","M",960,24.2,57.8,1999-08-06,NA,NA,NA,"8",NA,"BAND",499181,6745919,NA,NA,NA,NA,NA,"0","KIG",6050.59,"N",16500.4,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"139",NA,"1347","81014",FALSE,"SPEI","1508","300",NA,"L","M",1000,23.7,59.6,1999-08-06,NA,NA,NA,"8",NA,"BAND",499181,6745919,NA,NA,NA,NA,NA,"0","KIG",6050.59,"N",16500.4,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"140",NA,"1347","81015",FALSE,"SPEI","1508","300",NA,"L","M",940,23.4,61.1,1999-08-06,NA,NA,NA,"8",NA,"BAND",499181,6745919,NA,NA,NA,NA,NA,"0","KIG",6050.59,"N",16500.4,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"141",NA,"1347","81016",FALSE,"SPEI","1508","300",NA,"L","M",1010,21.5,59.8,1999-08-06,NA,NA,NA,"6",NA,"BAND",500023,6746427,NA,NA,NA,NA,NA,"0","KIG",6051.11,"N",16459.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"142",NA,"1347","81017",FALSE,"SPEI","1508","301",NA,"L","F",880,22.5,56.8,1999-08-06,NA,NA,"932","6",NA,"BAND",500023,6746427,NA,NA,NA,NA,NA,"0","KIG",6051.11,"N",16459.5,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"143",NA,"1347","81018",FALSE,"SPEI","1508","301",NA,"L","F",875,23.3,58.1,1999-08-06,NA,NA,"098","12",NA,"BAND",499643,6745409,NA,NA,NA,NA,NA,"0","KIG",6050.3,"N",16458.34,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"144",NA,"1347","81019",FALSE,"SPEI","1508","300",NA,"L","M",910,24.3,54,1999-08-06,NA,NA,NA,"12",NA,"BAND",499643,6745409,NA,NA,NA,NA,NA,"0","KIG",6050.3,"N",16458.34,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"145",NA,"1347","81020",FALSE,"SPEI","1508","300",NA,"L","M",920,22.1,56.6,1999-08-06,NA,NA,NA,"12",NA,"BAND",499643,6745409,"W/ HEN 427",NA,NA,NA,NA,"0","KIG",6050.36,"N",16458.34,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"146",NA,"1347","81021",FALSE,"SPEI","1508","301",NA,"L","F",900,25.8,56.6,1999-08-07,NA,NA,"585","12",NA,"BAND",499882,6745167,NA,NA,NA,NA,NA,"0","KIG",6050.33,"N",16500.21,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"147",NA,"1347","81022",FALSE,"SPEI","1508","300",NA,"L","M",820,23.4,54.9,1999-08-07,NA,NA,NA,"12",NA,"BAND",499882,6745167,NA,NA,NA,NA,NA,"0","KIG",6050.33,"N",16500.21,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"148",NA,"1347","81023",FALSE,"SPEI","1508","300",NA,"L","M",990,23,57.9,1999-08-07,NA,NA,NA,"12",NA,"BAND",499882,6745167,NA,NA,NA,NA,NA,"0","KIG",6050.33,"N",16500.21,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"149",NA,"1347","81024",FALSE,"SPEI","1508","300",NA,"L","M",830,23,55.7,1999-08-07,NA,NA,NA,"12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"0","KIG",6050.35,"N",16500.23,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"150",NA,"1347","81025",FALSE,"SPEI","1508","301",NA,"L","F",810,24.5,54.4,1999-08-07,NA,NA,"930","12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"0","KIG",6050.35,"N",16500.23,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"151",NA,"1347","81026",FALSE,"SPEI","1508","301",NA,"L","F",815,24.8,52.2,1999-08-07,NA,NA,"814","12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"0","KIG",6050.35,"N",16500.23,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"152",NA,"1347","81027",FALSE,"SPEI","1508","301",NA,"L","F",960,21.9,52.7,1999-08-07,NA,NA,"239","12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"0","KIG",6050.35,"N",16500.23,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"153",NA,"1347","81028",FALSE,"SPEI","1508","300",NA,"L","M",850,20.3,54.7,1999-08-07,NA,NA,NA,"12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"0","KIG",6050.35,"N",16500.23,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"154",NA,"1347","81029",FALSE,"SPEI","1508","301",NA,"L","F",830,23,54.3,1999-08-07,NA,NA,"880","12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"0","KIG",6050.35,"N",16500.23,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"155",NA,"1347","81030",FALSE,"SPEI","1508","301",NA,"L","F",950,28.2,55.5,1999-08-07,NA,NA,"075","6",NA,"BAND",500127,6745913,NA,NA,NA,NA,NA,"0","KIG",6051,"N",16459.5,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"156",NA,"1347","81031",FALSE,"SPEI","1508","301",NA,"L","F",920,26.9,55.5,1999-08-07,NA,NA,"850","6",NA,"BAND",500127,6745913,NA,NA,NA,NA,NA,"0","KIG",6051,"N",16459.5,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"157",NA,"1347","81032",FALSE,"SPEI","1508","300",NA,"L","M",660,19.3,53.9,1999-08-07,NA,NA,NA,"4",NA,"BAND",500198,6746485,NA,NA,NA,NA,NA,"0","KIG",6051.14,"N",16459.34,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"158",NA,"1347","81033",FALSE,"SPEI","1508","300",NA,"L","M",660,19,54.1,1999-08-07,NA,NA,NA,"4",NA,"BAND",500198,6746485,NA,NA,NA,NA,NA,"0","KIG",6051.14,"N",16459.34,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"159",NA,"1347","81034",FALSE,"SPEI","1508","300",NA,"L","M",600,21.2,54.2,1999-08-07,NA,NA,NA,"4",NA,"BAND",500198,6746485,NA,NA,NA,NA,NA,"0","KIG",6051.14,"N",16459.34,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"160",NA,"1347","81035",FALSE,"SPEI","1508","300",NA,"L","M",520,17.9,55.6,1999-08-07,NA,NA,NA,"4",NA,"BAND",500198,6746485,NA,NA,NA,NA,NA,"0","KIG",6051.14,"N",16459.34,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"161",NA,"1347","81167",FALSE,"SPEI","1508","300",NA,"L","M",860,21.6,56.6,1999-08-04,NA,NA,NA,"6",NA,"BAND",499893,6745960,NA,NA,NA,NA,NA,"0","KIG",6051.11,"N",16459.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"162",NA,"1347","81168",FALSE,"SPEI","1508","301",NA,"L","F",930,20.2,54.9,1999-08-04,NA,NA,"583","6",NA,"BAND",499893,6745960,NA,NA,NA,NA,NA,"0","KIG",6051.11,"N",16459.5,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"163",NA,"1347","81169",FALSE,"SPEI","1508","301",NA,"L","F",1130,21.5,58.3,1999-08-04,NA,NA,"565","6",NA,"BAND",499893,6745960,NA,NA,NA,NA,NA,"0","KIG",6051.11,"N",16459.5,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"164",NA,"1347","81170",FALSE,"SPEI","1508","300",NA,"L","M",970,22.3,57.8,1999-08-04,NA,NA,NA,"6",NA,"BAND",499893,6745960,NA,NA,NA,NA,NA,"0","KIG",6051.11,"N",16459.5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"165",NA,"1347","81171",FALSE,"SPEI","1508","301",NA,"L","F",730,19.6,56.4,1999-08-04,NA,NA,"979","6",NA,"BAND",499772,6746063,NA,NA,NA,NA,NA,"0","KIG",6051.09,"N",16500.18,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"166",NA,"1347","81172",FALSE,"SPEI","1508","301",NA,"L","F",690,20.7,53.7,1999-08-04,NA,NA,"219","6",NA,"BAND",499772,6746063,NA,NA,NA,NA,NA,"0","KIG",6051.09,"N",16500.18,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"167",NA,"1347","81173",FALSE,"SPEI","1508","300",NA,"L","M",670,20.6,53.1,1999-08-04,NA,NA,NA,"6",NA,"BAND",499772,6746063,NA,NA,NA,NA,NA,"0","KIG",6051.09,"N",16500.18,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"168",NA,"1347","81174",FALSE,"SPEI","1508","300",NA,"L","M",770,22.2,53.8,1999-08-04,NA,NA,NA,"2",NA,"BAND",499825,6746727,NA,NA,NA,NA,NA,"0","KIG",6049.32,"N",16459.24,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"169",NA,"1347","81175",FALSE,"SPEI","1508","300",NA,"L","M",970,20.5,56.1,1999-08-04,NA,NA,NA,"4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"0","KIG",6051.19,"N",16459.07,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"170",NA,"1347","81176",FALSE,"SPEI","1508","301",NA,"L","F",970,22.3,56.3,1999-08-04,NA,NA,"060","4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"0","KIG",6051.19,"N",16459.07,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"171",NA,"1347","81177",FALSE,"SPEI","1508","300",NA,"L","M",970,23.7,57.9,1999-08-04,NA,NA,NA,"4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"0","KIG",6051.19,"N",16459.07,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"172",NA,"1347","81178",FALSE,"SPEI","1508","301",NA,"L","F",915,23,52.3,1999-08-04,NA,NA,"817","4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"0","KIG",6051.19,"N",16459.07,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"173",NA,"1347","81179",FALSE,"SPEI","1508","300",NA,"L","M",1000,21.7,57.7,1999-08-04,NA,NA,NA,"4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"0","KIG",6051.19,"N",16459.07,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"174",NA,"1347","81180",FALSE,"SPEI","1508","300",NA,"L","M",570,21,50.2,1999-08-04,NA,NA,NA,"4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"0","KIG",6051.19,"N",16459.07,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"175",NA,"1347","81181",FALSE,"SPEI","1508","301",NA,"L","F",570,19.9,50.6,1999-08-04,NA,NA,"899","4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"0","KIG",6051.19,"N",16459.07,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"176",NA,"1347","81182",FALSE,"SPEI","1508","301",NA,"L","F",900,22.4,54.6,1999-08-04,NA,NA,"887","7",NA,"BAND",500761,6746627,"\",NA,NA,NA,NA,"0","KIG",6051.19,"N",16459.08,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"177",NA,"1347","81183",FALSE,"SPEI","1508","300",NA,"L","M",1070,24.2,57.1,1999-08-05,NA,NA,NA,"11",NA,"BAND",500672,6745975,NA,NA,NA,NA,NA,"0","KIG",6051,"N",16459.01,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"178",NA,"1347","81184",FALSE,"SPEI","1508","300",NA,"L","M",1080,23.1,55.1,1999-08-05,NA,NA,NA,"11",NA,"BAND",500672,6745975,NA,NA,NA,NA,NA,"0","KIG",6051,"N",16459.01,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"179",NA,"1347","81185",FALSE,"SPEI","1508","300",NA,"L","M",900,20.2,58.4,1999-08-05,NA,NA,NA,"7",NA,"BAND",500672,6745975,NA,NA,NA,NA,NA,"0","KIG",6050.58,"N",16459.1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"180",NA,"1347","81186",FALSE,"SPEI","1508","351",NA,"AHY","F",1100,25.1,56.7,1999-08-05,240,"X15","731","7",NA,"BAND",500672,6745975,NA,TRUE,NA,NA,NA,"0","KIG",6050.58,"N",16459.1,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"181",NA,"1347","81187",FALSE,"SPEI","1508","300",NA,"L","M",840,20.1,58.2,1999-08-05,NA,NA,NA,"7",NA,"BAND",500672,6745975,NA,NA,NA,NA,NA,"0","KIG",6050.58,"N",16459.1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"182",NA,"1347","81188",FALSE,"SPEI","1508","300",NA,"L","M",1020,21.5,58.9,1999-08-05,NA,NA,NA,"65",NA,"BAND",501087,6746569,NA,NA,NA,NA,NA,"0","KIG",6051.21,"N",16458.48,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"183",NA,"1347","81189",FALSE,"SPEI","1508","300",NA,"L","M",990,24.9,56.4,1999-08-05,NA,NA,NA,"15A",NA,"BAND",501964,6746060,NA,NA,NA,NA,NA,"0","KIG",6051.05,"N",16457.4,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"184",NA,"1347","81190",FALSE,"SPEI","1508","301",NA,"L","F",940,25.9,56.1,1999-08-05,NA,NA,"885","15A",NA,"BAND",501964,6746060,NA,NA,NA,NA,NA,"0","KIG",6051.05,"N",16457.4,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"185",NA,"1347","81191",FALSE,"SPEI","1508","300",NA,"L","M",760,21.6,56.5,1999-08-05,NA,NA,NA,"15A",NA,"BAND",502006,6745863,NA,NA,NA,NA,NA,"0","KIG",6051,"N",16457.46,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"186",NA,"1347","81192",FALSE,"SPEI","1508","300",NA,"L","M",730,24.2,57.6,1999-08-05,NA,NA,NA,"15A",NA,"BAND",502006,6745863,NA,NA,NA,NA,NA,"0","KIG",6051,"N",16457.46,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"187",NA,"1347","81193",FALSE,"SPEI","1508","301",NA,"L","F",750,20.6,54.6,1999-08-05,NA,NA,"584","16",NA,"BAND",502459,6745185,NA,NA,NA,NA,NA,"0","KIG",6050.38,"N",16459.17,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"188",NA,"1347","81194",FALSE,"SPEI","1508","300",NA,"L","M",600,19.5,51.4,1999-08-05,NA,NA,NA,"16",NA,"BAND",502459,6745185,NA,NA,NA,NA,NA,"0","KIG",6050.38,"N",16459.17,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
"189",NA,"1347","81195",FALSE,"SPEI","1508","301",NA,"AHY","F",1200,25.4,57.2,1999-08-05,NA,"X45","546","16",NA,"BAND",502459,6745185,NA,TRUE,NA,NA,NA,"0","KIG",6050.38,"N",16459.17,"W",NA,NA,NA,"Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"190",NA,"1347","81196",FALSE,"SPEI","1508","301",NA,"L","F",870,22.8,56.3,1999-08-05,NA,NA,"173","22",NA,"BAND",503292,6744659,NA,NA,NA,NA,NA,"0","KIG",6050.19,"N",16456.13,"W",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N"
