"","BANDNU","PREFIXNUMB","BANDNUMBER","RECAP","SPECIESCOD","SPECIESNUM","STATUS","REMARKCD","AGE","SEX","WT","CULMEN","TARSUS","DATE","WING","NASALCODE","TARSALCODE","MAP_NO","FREQUENCY","NEST_NO","EASTING","NORTHING","COMMENTS","LEAD","XRAY","DNA","WAES"
"11",NA,"1347","57441",FALSE,"SPEI","1508",NA,NA,"AHY","F",1325,260,540,1997-06-08,270,"H67","438","0",NA,"TLM030",0,0,NA,TRUE,FALSE,TRUE,FALSE
"12",NA,"1347","57437",FALSE,"SPEI","1508",NA,NA,"AHY","F",1300,282,492,1997-06-09,260,"H44","474","0",NA,"GJH004",0,0,NA,TRUE,FALSE,TRUE,FALSE
"13",NA,"1037","52968",TRUE,"SPEI","1508",NA,NA,"ASY","F",1200,253,558,1997-06-10,244,"H68","OJ","24",NA,"TLM020",0,0,NA,TRUE,FALSE,FALSE,FALSE
"14",NA,"1347","57440",FALSE,"SPEI","1508",NA,NA,"AHY","F",1260,285,562,1997-06-10,270,"H83","389","31",NA,"GJH015",0,0,NA,FALSE,FALSE,FALSE,FALSE
"15",NA,"1347","57438",FALSE,"SPEI","1508",NA,NA,"AHY","F",1350,263,546,1997-06-10,260,"H80","426","31",NA,"MMB019",0,0,NA,TRUE,FALSE,TRUE,FALSE
"16",NA,"1347","57444",FALSE,"COEI","1509",NA,NA,"AHY","F",2000,528,645,1997-06-10,310,NA,"401","22",NA,"MMB033",0,0,"DID NOT METOFANE OR BLEED",FALSE,FALSE,FALSE,FALSE
"17",NA,"1347","57448",FALSE,"SPEI","1508",NA,NA,"AHY","F",1150,262,575,1997-06-11,260,"H72","459","13",NA,"EFS028",0,0,NA,FALSE,FALSE,TRUE,FALSE
"18",NA,"1347","57915",TRUE,"SPEI","1508",NA,NA,"ASY","F",0,241,537,1997-06-11,246,"H82","YL","11",NA,"GJH025",0,0,"NASAL DISKS MISSING ONLY RODS AND WASHG",FALSE,FALSE,FALSE,FALSE
"19",NA,"1347","57446",FALSE,"SPEI","1508",NA,NA,"AHY","F",1375,269,547,1997-06-11,270,"H77","471","5",NA,"TLM003",0,0,NA,TRUE,FALSE,TRUE,FALSE
"20",NA,"1347","57445",FALSE,"SPEI","1508",NA,NA,"AHY","F",1375,265,577,1997-06-11,260,"H90","467","8",NA,"EFS032",0,0,NA,TRUE,FALSE,FALSE,FALSE
"21",NA,"1347","76903",FALSE,"SPEI","1508",NA,NA,"AHY","F",1075,267,611,1997-06-11,260,"H32","386","39",NA,"EFS033",0,0,"CAUGHT BY LEG CLOSE ONE",TRUE,FALSE,TRUE,FALSE
"22",NA,"1347","57904",TRUE,"SPEI","1508",NA,NA,"ASY","F",1250,251,601,1997-06-11,287,"H70","K6","42",NA,"MMB015",0,0,"LOST TAG REPLACE NASAL",TRUE,FALSE,TRUE,FALSE
"23",NA,"1347","76904",FALSE,"SPEI","1508",NA,NA,"AHY","F",1200,248,577,1997-06-11,270,"H34","409","34",NA,"MMB023",0,0,NA,TRUE,FALSE,TRUE,FALSE
"24",NA,"1347","57978",TRUE,"SPEI","1508",NA,NA,"ASY","F",1150,280,557,1997-06-12,258,"J68","LV","22",NA,"GJH043",0,0,NA,TRUE,FALSE,FALSE,FALSE
"25",NA,"1347","46086",TRUE,"SPEI","1508",NA,NA,"ASY","F",1125,283,570,1997-06-12,261,"H63","A1","0",NA,"TLM017",0,0,"RODS AND WASHERS LEFT, NO NASAL TAG",TRUE,FALSE,FALSE,FALSE
"26",NA,"1347","57449",FALSE,"SPEI","1508",NA,NA,"AHY","F",1075,273,556,1997-06-12,270,"H73","436","19",NA,"GJH034",0,0,NA,TRUE,FALSE,TRUE,FALSE
"27",NA,"1347","76907",FALSE,"SPEI","1508",NA,NA,"AHY","F",1100,244,552,1997-06-12,270,"H36","382","14",NA,"EFS011",0,0,NA,TRUE,FALSE,TRUE,FALSE
"28",NA,"1347","76908",FALSE,"COEI","1509",NA,NA,"AHY","F",1950,482,662,1997-06-12,320,NA,"425","57","5683","TLM051",0,0,NA,FALSE,FALSE,TRUE,FALSE
"29",NA,"1347","76905",FALSE,"SPEI","1508",NA,NA,"AHY","F",1325,281,586,1997-06-12,270,"H39","420","51",NA,"TLM048",0,0,NA,FALSE,FALSE,FALSE,FALSE
"30",NA,"1347","76911",FALSE,"COEI","1509",NA,NA,"AHY","F",1600,470,633,1997-06-12,315,NA,"384","57","5663","GJH013",0,0,"ACCIDENTALLY LET GO BEFORE BLOOD TAKEN",FALSE,FALSE,FALSE,FALSE
"31",NA,"1347","76906",FALSE,"COEI","1509",NA,NA,"AHY","F",1825,547,660,1997-06-12,320,NA,"375","51","5763","GJH007",0,0,NA,TRUE,FALSE,TRUE,FALSE
"32",NA,"1347","46094",TRUE,"SPEI","1508",NA,NA,"ASY","F",1400,279,577,1997-06-13,251,"X34","C3","31",NA,"TLM094",0,0,NA,TRUE,FALSE,TRUE,FALSE
"33",NA,"1347","57939",TRUE,"SPEI","1508",NA,NA,"ASY","F",1150,262,579,1997-06-13,248,"X57","3J","33",NA,"MMB024",0,0,NA,TRUE,FALSE,TRUE,FALSE
"34",NA,"1347","57421",TRUE,"SPEI","1508",NA,NA,"ASY","F",1125,252,543,1997-06-13,249,"X52","PP","46",NA,"TLM032",0,0,NA,TRUE,FALSE,TRUE,FALSE
"35",NA,"1347","76913",FALSE,"COEI","1509",NA,NA,"AHY","F",1750,484,632,1997-06-13,310,NA,"388","22","5613","MMB007",0,0,NA,TRUE,FALSE,TRUE,FALSE
"36",NA,"1347","76912",FALSE,"COEI","1509",NA,NA,"AHY","F",1825,547,648,1997-06-13,300,NA,"437","22","5533","TLM013",0,0,NA,TRUE,FALSE,TRUE,FALSE
"37",NA,"1347","76914",FALSE,"COEI","1509",NA,NA,"AHY","F",1450,498,612,1997-06-13,330,NA,"453","20","5574","TLM019",0,0,NA,TRUE,FALSE,TRUE,FALSE
"38",NA,"1347","46080",TRUE,"SPEI","1508",NA,NA,"ASY","F",1375,211,540,1997-06-14,263,"X58","A9","0",NA,"GJH049",0,0,NA,TRUE,FALSE,TRUE,FALSE
"39",NA,"1347","54815",TRUE,"SPEI","1508",NA,NA,"ASY","F",1125,0,0,1997-06-14,0,"X85","395","28",NA,"EFS049",0,0,"LOCAL BANDED 1995",TRUE,FALSE,TRUE,FALSE
"40",NA,"1347","57450",FALSE,"SPEI","1508",NA,NA,"AHY","F",1000,250,576,1997-06-14,260,"X36","379","12",NA,"GJH028",0,0,NA,TRUE,FALSE,TRUE,FALSE
"41",NA,"1347","57419",TRUE,"SPEI","1508",NA,NA,"ASY","F",1225,281,556,1997-06-14,248,"H48","PZ","26",NA,"TLM022",0,0,"Replaced nasal tag.",TRUE,FALSE,TRUE,FALSE
"42",NA,"1347","76915",FALSE,"COEI","1509",NA,NA,"AHY","F",1600,466,439,1997-06-14,320,NA,"442","26","5543","TLM025",0,0,NA,TRUE,FALSE,TRUE,FALSE
"43",NA,"1347","76920",FALSE,"SPEI","1508",NA,NA,"AHY","F",1100,274,575,1997-06-14,250,"X78","8K","26",NA,"TLM069",0,0,NA,TRUE,FALSE,TRUE,FALSE
"44",NA,"1347","76916",FALSE,"COEI","1509",NA,NA,"AHY","F",1725,507,627,1997-06-14,320,NA,"ZC","35","5753","TLM043",0,0,NA,FALSE,FALSE,FALSE,FALSE
"45",NA,"1347","57447",FALSE,"SPEI","1508",NA,NA,"AHY","F",1175,276,557,1997-06-15,260,"h84","464","5",NA,"GJH030",0,0,NA,TRUE,FALSE,TRUE,FALSE
"46",NA,"1347","57429",TRUE,"SPEI","1508",NA,NA,"ASY","F",1125,256,534,1997-06-15,0,"X92","XN","6",NA,"TLM037",0,0,NA,TRUE,FALSE,TRUE,FALSE
"47",NA,"1037","52966",TRUE,"SPEI","1508",NA,NA,"ASY","F",1225,262,561,1997-06-15,260,"X03","K9","24",NA,"TLM029",0,0,"Lost nasal tag--replaced it. Nares good",TRUE,FALSE,TRUE,FALSE
"48",NA,"1347","76917",FALSE,"COEI","1509",NA,NA,"AHY","F",1825,401,635,1997-06-15,310,NA,"428","25","5903","MMB010",0,0,NA,TRUE,FALSE,TRUE,FALSE
"49",NA,"1347","76927",FALSE,"COEI","1509",NA,NA,"AHY","F",1525,498,602,1997-06-15,300,NA,"458","39","5923","TLM004",0,0,NA,FALSE,FALSE,FALSE,FALSE
"50",NA,"1347","76926",FALSE,"COEI","1509",NA,NA,"AHY","F",1800,502,636,1997-06-15,330,NA,"PN","39","5983","GJH032",0,0,NA,TRUE,FALSE,TRUE,FALSE
"51",NA,"1347","57912",TRUE,"SPEI","1508",NA,NA,"ASY","F",1225,283,601,1997-06-15,255,"X89","KO","24",NA,"TLM065",NA,NA,"Lost nasal tag--replaced it. Nares good.",TRUE,FALSE,TRUE,FALSE
"52",NA,"1347","57929",TRUE,"SPEI","1508",NA,NA,"ASY","F",1600,254,576,1997-06-15,251,"X95","LA","13",NA,"TLM082",0,0,NA,TRUE,FALSE,TRUE,FALSE
"53",NA,"1347","76901",FALSE,"SPEI","1508",NA,NA,"AHY","F",1025,267,543,1997-06-15,260,"H74","451","7",NA,"EFS023",0,0,NA,TRUE,FALSE,TRUE,FALSE
"54",NA,"1347","76922",FALSE,"COEI","1509",NA,NA,"AHY","F",1600,480,641,1997-06-16,300,NA,"380","0","5653","EFS060",0,0,NA,TRUE,FALSE,TRUE,FALSE
"55",NA,"1347","76923",FALSE,"COEI","1509",NA,NA,"AHY","F",1775,542,655,1997-06-16,315,NA,"454","33","5793","GJH044",0,0,NA,TRUE,FALSE,TRUE,FALSE
"56",NA,"1347","76921",FALSE,"SPEI","1508",NA,NA,"ASY","F",1175,266,542,1997-06-16,260,"H30","NZ","34",NA,"GJH047",0,0,NA,TRUE,FALSE,TRUE,FALSE
"57",NA,"1347","76924",FALSE,"SPEI","1508",NA,NA,"AHY","F",1100,270,543,1997-06-17,260,"X07","394","11",NA,"MMB027",0,0,NA,FALSE,FALSE,FALSE,FALSE
"58",NA,"1347","76925",FALSE,"SPEI","1508",NA,NA,"AHY","F",1175,277,543,1997-06-17,270,"X71","PH","9",NA,"EFS030",0,0,NA,TRUE,FALSE,TRUE,FALSE
"59",NA,"1347","76910",FALSE,"SPEI","1508",NA,NA,"AHY","F",1200,253,597,1997-06-17,260,"H79","403","17",NA,"GJH035",0,0,NA,FALSE,FALSE,FALSE,FALSE
"60",NA,"1347","76919",FALSE,"SPEI","1508",NA,NA,"AHY","F",1375,275,570,1997-06-17,280,"X01","469","19",NA,"EFS035",0,0,NA,TRUE,FALSE,TRUE,FALSE
"61",NA,"1347","76902",FALSE,"SPEI","1508",NA,NA,"AHY","F",1200,258,584,1997-06-17,270,"H76","377","15",NA,"MMB016",0,0,NA,TRUE,FALSE,TRUE,FALSE
"62",NA,"1347","76931",FALSE,"SPEI","1508",NA,NA,"AHY","F",1170,258,541,1997-06-17,270,"X87","LX","27",NA,"MMB021",0,0,NA,FALSE,FALSE,FALSE,FALSE
"63",NA,"1347","76930",FALSE,"SPEI","1508",NA,NA,"AHY","F",1200,249,573,1997-06-17,280,"H31","472","23",NA,"EFS045",0,0,NA,TRUE,FALSE,TRUE,FALSE
"64",NA,"1347","54812",TRUE,"SPEI","1508",NA,NA,"ASY","F",1150,0,0,1997-06-17,0,"X68","439","27",NA,"GJH048",0,0,"LOCAL BANDED 1995",FALSE,FALSE,FALSE,FALSE
"65",NA,"1347","76929",FALSE,"SPEI","1508",NA,NA,"AHY","F",1400,294,553,1997-06-17,280,"X63","432","35",NA,"GJH054",0,0,NA,FALSE,FALSE,FALSE,FALSE
"66",NA,"1037","52958",FALSE,"SPEI","1508",NA,NA,"ASY","F",1425,263,599,1997-06-17,280,"X20","YEL","35",NA,"MMB013",0,0,NA,TRUE,FALSE,TRUE,FALSE
"67",NA,"1347","76932",FALSE,"COEI","1509",NA,NA,"AHY","F",1800,536,694,1997-06-16,330,NA,"LC","19","5733","GJH033",0,0,NA,FALSE,FALSE,FALSE,FALSE
"68",NA,"1347","46068",TRUE,"SPEI","1508",NA,NA,"ASY","F",1275,250,565,1997-06-18,239,"X59","E2","29",NA,"EFS048",0,0,NA,FALSE,FALSE,FALSE,FALSE
"69",NA,"1347","76939",FALSE,"COEI","1509",NA,NA,"AHY","F",1900,545,627,1997-06-18,330,NA,"430","35","5633","TLM044",0,0,NA,TRUE,FALSE,TRUE,FALSE
"70",NA,"1347","46081",TRUE,"SPEI","1508",NA,NA,"AHY","F",1300,267,550,1997-06-18,250,"J00","6K","24",NA,"EFS044",0,0,"ADDLED CLUTCH",TRUE,FALSE,TRUE,FALSE
"71",NA,"1347","76928",FALSE,"COEI","1509",NA,NA,"AHY","F",1850,538,642,1997-06-19,325,NA,"407","22","5673","EFS040",0,0,NA,TRUE,FALSE,FALSE,FALSE
"72",NA,"1347","76937",FALSE,"COEI","1509",NA,NA,"AHY","F",2000,509,649,1997-06-19,310,NA,"463","17","6053","TLM092",0,0,NA,TRUE,FALSE,TRUE,FALSE
"73",NA,"1347","76940",FALSE,"SPEI","1508",NA,NA,"AHY","F",1200,270,622,1997-06-19,280,"H06","462","17",NA,"EFS038",0,0,NA,TRUE,FALSE,TRUE,FALSE
"74",NA,"1347","76933",FALSE,"COEI","1509",NA,NA,"AHY","F",1840,360,614,1997-06-19,330,NA,"IC","0","5774","TLM047",0,0,NA,FALSE,FALSE,FALSE,FALSE
"75",NA,"1347","76941",FALSE,"SPEI","1508",NA,NA,"AHY","F",1100,278,589,1997-06-19,280,"X41","410","14",NA,"TLM049",0,0,NA,TRUE,FALSE,TRUE,FALSE
"76",NA,"1347","76942",FALSE,"SPEI","1508",NA,NA,"AHY","F",1100,261,559,1997-06-19,260,"X39","408","15",NA,"TLM054",0,0,NA,TRUE,FALSE,TRUE,FALSE
"77",NA,"1347","76938",FALSE,"COEI","1509",NA,NA,"AHY","F",1800,490,596,1997-06-20,330,NA,"398",NA,"5643","GJH039",0,0,NA,TRUE,FALSE,TRUE,FALSE
"78",NA,"1347","76934",FALSE,"SPEI","1508",NA,NA,"AHY","F",1325,241,595,1997-06-20,290,"X30","503","50",NA,"TLM057",0,0,NA,TRUE,FALSE,FALSE,FALSE
"79",NA,"1347","76936",FALSE,"SPEI","1508",NA,NA,"AHY","F",1275,289,588,1997-06-20,270,"X53","419","30",NA,"TLM062",0,0,NA,TRUE,FALSE,TRUE,FALSE
"80",NA,"1347","76935",FALSE,"SPEI","1508",NA,NA,"AHY","F",1200,275,560,1997-06-20,280,"X02","578","32",NA,"EFS056",0,0,NA,FALSE,FALSE,FALSE,FALSE
"81",NA,"1347","54811",TRUE,"SPEI","1508",NA,NA,"ASY","F",1125,256,555,1997-06-21,260,"X83","468","28",NA,"EFS050",0,0,"LOCAL BANDED 1995",FALSE,FALSE,TRUE,FALSE
"82",NA,"1347","76947",FALSE,"SPEI","1508",NA,NA,"AHY","F",1100,265,575,1997-06-21,265,"H88","440","3",NA,"GJH053",0,0,NA,TRUE,FALSE,TRUE,FALSE
"83",NA,"1347","76948",FALSE,"SPEI","1508",NA,NA,"AHY","F",1200,275,600,1997-06-21,270,"H97","443","6",NA,"GJH052",0,0,NA,TRUE,FALSE,TRUE,FALSE
"84",NA,"1347","76946",FALSE,"SPEI","1508",NA,NA,"AHY","F",1100,261,587,1997-06-21,260,"H69","396","7",NA,"TLM089",0,0,NA,TRUE,FALSE,TRUE,FALSE
"85",NA,"1347","76943",FALSE,"COEI","1509",NA,NA,"AHY","F",1330,515,668,1997-06-21,330,NA,"509","7","5603","TLM071",0,0,NA,TRUE,FALSE,TRUE,FALSE
"86",NA,"1347","76952",FALSE,"COEI","1509",NA,NA,"AHY","F",1650,501,648,1997-06-22,320,NA,"537","11","6000","MMB026",0,0,"SEEDATASHEET",TRUE,FALSE,TRUE,FALSE
"87",NA,"1347","57932",TRUE,"COEI","1509",NA,NA,"ASY","F",1800,527,637,1997-06-22,310,NA,"550","7","6043","TLM075",0,0,"3EGGSCRACKED",FALSE,FALSE,FALSE,FALSE
"88",NA,"1347","76955",FALSE,"SPEI","1508",NA,NA,"AHY","F",1175,280,584,1997-06-22,265,"H71","531","12",NA,"TLM084",0,0,"1EGG DAMAGED",TRUE,FALSE,TRUE,FALSE
"89",NA,"1347","76953",FALSE,"COEI","1509",NA,NA,"AHY","F",1600,472,637,1997-06-22,310,NA,"423","0","6023","TLM087",0,0,"2SMTUMORSONFOOT",TRUE,FALSE,TRUE,FALSE
"90",NA,"1347","76958",FALSE,"SPEI","1508",NA,NA,"AHY","F",1100,271,563,1997-06-22,260,"X28","502","10",NA,"TLM080",0,0,NA,TRUE,FALSE,TRUE,FALSE
"91",NA,"1347","76944",FALSE,"COEI","1509",NA,NA,"AHY","F",1800,426,640,1997-06-22,340,NA,"507","15","6083","GJH056",0,0,NA,TRUE,FALSE,TRUE,FALSE
"92",NA,"1347","57911",TRUE,"SPEI","1508",NA,NA,"ASY","F",1350,263,582,1997-06-22,251,"X65","9C","17",NA,"EFS037",0,0,NA,TRUE,FALSE,TRUE,FALSE
"93",NA,"1347","76945",FALSE,"COEI","1509",NA,NA,"AHY","F",1675,518,649,1997-06-22,320,NA,"532","22","6033","EFS041",0,0,NA,TRUE,FALSE,FALSE,FALSE
"94",NA,"1347","76949",FALSE,"COEI","1509",NA,NA,"AHY","F",1750,525,627,1997-06-22,330,NA,"8E","22","6093","MMB034",0,0,NA,TRUE,FALSE,TRUE,FALSE
"95",NA,"1347","76951",FALSE,"COEI","1509",NA,NA,"AHY","F",1775,531,633,1997-06-24,327,NA,"431","22","6013","GJH060",0,0,NA,TRUE,FALSE,TRUE,FALSE
"96",NA,"1347","76950",FALSE,"SPEI","1508",NA,NA,"AHY","F",1150,274,562,1997-06-24,270,"X81","535","9",NA,"TLM085",0,0,NA,TRUE,FALSE,TRUE,FALSE
"97",NA,"1347","46071",TRUE,"SPEI","1508",NA,NA,"ASY","F",1250,254,563,1997-06-24,256,"X54","3K","8",NA,"MMB040",0,0,NA,TRUE,FALSE,TRUE,FALSE
"98",NA,"1347","76954",FALSE,"SPEI","1508",NA,NA,"AHY","F",1175,267,585,1997-06-25,260,"X25","533","11",NA,"TLM090",0,0,NA,TRUE,FALSE,TRUE,FALSE
"99",NA,"1347","76956",FALSE,"SPEI","1508",NA,NA,"AHY","F",1200,269,591,1997-06-26,280,"X10","548","7",NA,"WSK001",0,0,NA,TRUE,FALSE,TRUE,FALSE
"100",NA,"1347","76959",FALSE,"SPEI","1508",NA,NA,"AHY","F",1050,267,541,1997-06-26,270,"X13","506","42",NA,"MMB029",0,0,NA,FALSE,FALSE,FALSE,FALSE
"101",NA,"1347","76960",FALSE,"SPEI","1508",NA,NA,"AHY","F",1025,270,446,1997-06-26,265,"X42","416","26",NA,"GJH062",0,0,"#3 EGG CRACKED",FALSE,FALSE,FALSE,FALSE
"102",NA,"1347","76957",FALSE,"COEI","1509",NA,NA,"AHY","F",1775,517,618,1997-06-26,335,NA,"504","0",NA,"TLM096",0,0,NA,TRUE,FALSE,TRUE,FALSE
"103",NA,"1347","76918",FALSE,"COEI","1509",NA,NA,"AHY","F",1600,461,616,1997-06-15,310,NA,"385","38","5624","TLM005",NA,NA,NA,FALSE,FALSE,FALSE,FALSE
"104",NA,"1347","76909",FALSE,"SPEI","1508",NA,NA,"AHY","F",1250,254,586,1997-06-16,260,"H78","NC","17",NA,"GJH037",0,0,NA,TRUE,FALSE,FALSE,FALSE
"105",NA,"1347","76961",FALSE,"COEI","1509",NA,NA,"AHY","F",1375,506,620,1997-06-29,330,NA,"376","22","6073","MMB037",0,0,NA,TRUE,FALSE,TRUE,FALSE
"106",NA,"1347","76962",FALSE,"SPEI","1508",NA,NA,"AHY","F",1150,252,592,1997-07-01,265,"H04","417","0",NA,"TLM101",0,0,NA,FALSE,FALSE,FALSE,FALSE
"107",NA,"1347","46092",TRUE,"SPEI","1508",NA,NA,"ASY","F",1300,247,470,1997-07-02,280,"X04","JI","25",NA,"TLM100",0,0,NA,TRUE,FALSE,TRUE,FALSE
"108",NA,"1347","76963",FALSE,"SPEI","1508",NA,NA,"AHY","F",1075,260,574,1997-07-03,260,"X00","534","0",NA,"MMB042",0,0,NA,TRUE,FALSE,TRUE,FALSE
