"","BANDNU","PREFIXNUMB","BANDNUMBER","RECAP","SPECIESCOD","SPECIESNUM","STATUS","REMARKCD","AGE","SEX","WT","CULMEN","TARSUS","DATE","WING","NASALCODE","TARSALCODE","MAP_NO","FREQUENCY","NEST_NO","EASTING","NORTHING","COMMENTS","LEAD","XRAY","DNA","WAES"
"23",NA,"1347","57956",TRUE,"SPEI",NA,NA,NA,"ASY","F",1150,0,0,1998-06-26,0,"X70","ZZ",NA,NA,"TLM082",501999,6744271,NA,TRUE,FALSE,TRUE,FALSE
"24",NA,"1347","57459",FALSE,"SPEI",NA,NA,NA,"AHY","F",1075,292,579,1998-06-26,280,"X84","545",NA,NA,"TLM176",502144,6744512,NA,TRUE,FALSE,TRUE,FALSE
"25",NA,"1347","57438",TRUE,"SPEI",NA,NA,NA,"ASY","F",1050,0,0,1998-06-26,0,"X94","426",NA,NA,"KLW031",502167,6744010,NA,TRUE,FALSE,TRUE,FALSE
"26",NA,"1347","57448",TRUE,"SPEI",NA,NA,NA,"ASY","F",1075,251,575,1998-06-26,260,"H72","459",NA,NA,"TLM061",500733,6745128,NA,TRUE,FALSE,TRUE,FALSE
"27",NA,"1347","57904",TRUE,"SPEI",NA,NA,NA,"ASY","F",1025,0,0,1998-06-27,0,"X62","K6",NA,NA,"TLM067",499914,6743734,NA,TRUE,FALSE,TRUE,FALSE
"28",NA,"1037","52963",TRUE,"SPEI",NA,NA,NA,"ASY","F",1090,0,0,1998-06-27,0,"X88","NJ",NA,NA,"TLM163",499531,6744410,NA,TRUE,FALSE,TRUE,FALSE
"29",NA,"1347","57435",TRUE,"SPEI",NA,NA,NA,"ASY","F",1190,0,0,1998-06-27,0,"X44","LP",NA,NA,"TLM117",499657,6744569,NA,TRUE,FALSE,TRUE,FALSE
"30",NA,"1347","57912",TRUE,"SPEI",NA,NA,NA,"ASY","F",1150,0,0,1998-06-27,0,"X89","KO",NA,NA,"TLM158",499251,6744383,NA,TRUE,FALSE,TRUE,FALSE
"31",NA,"1347","57962",TRUE,"SPEI",NA,NA,NA,"ASY","F",1075,274,554,1998-06-28,26,"j29","PR",NA,NA,"TLM104",500324,6745658,NA,TRUE,FALSE,TRUE,FALSE
"32",NA,"1347","57468",FALSE,"SPEI",NA,NA,NA,"AHY","F",1150,253,562,1998-06-28,26,"X37","597",NA,NA,"BAND",500521,6745281,NA,TRUE,FALSE,TRUE,FALSE
"33",NA,"1347","57466",FALSE,"SPEI",NA,NA,NA,"AHY","F",1050,232,56,1998-06-28,265,"X60","554",NA,NA,"TLM097",500603,6745842,NA,TRUE,FALSE,TRUE,FALSE
"34",NA,"1347","57465",FALSE,"SPEI",NA,NA,NA,"AHY","F",975,241,567,1998-06-28,26,"X77","520",NA,NA,"TLM154",500315,6746658,NA,TRUE,FALSE,TRUE,FALSE
"35",NA,"1347","57467",FALSE,"SPEI",NA,NA,NA,"AHY","F",1025,275,542,1998-06-28,25,"X98","539",NA,NA,"TLM177",500168,6746234,NA,TRUE,FALSE,TRUE,FALSE
"36",NA,"1347","57470",FALSE,"SPEI",NA,NA,NA,"AHY","F",1150,271,566,1998-06-28,27,"X74","549",NA,NA,"KLW028",502318,6745295,NA,TRUE,FALSE,TRUE,FALSE
"37",NA,"1347","46096",TRUE,"SPEI",NA,NA,NA,"ASY","F",1130,0,0,1998-06-28,0,"X38","ZY",NA,NA,"TLM128",502767,6744622,NA,TRUE,FALSE,TRUE,FALSE
"38",NA,"1347","57464",FALSE,"SPEI",NA,NA,NA,"AHY","F",1225,285,598,1998-06-28,290,"X32","540",NA,NA,"GJH008",502602,6746107,NA,TRUE,FALSE,TRUE,FALSE
"39",NA,"1347","57966",TRUE,"SPEI",NA,NA,NA,"ASY","F",1105,0,0,1998-06-28,0,"X86","LH",NA,NA,"DAM002",502691,6744910,NA,TRUE,TRUE,TRUE,FALSE
"40",NA,"1347","57460",FALSE,"SPEI",NA,NA,NA,"AHY","F",1075,248,590,1998-06-28,265,"X06","593",NA,NA,"GJH002",0,0,NA,TRUE,FALSE,TRUE,FALSE
"41",NA,"1347","54812",TRUE,"SPEI",NA,NA,NA,"ASY","F",1080,0,0,1998-06-29,0,"x68","439",NA,NA,"TLM172",501210,6744269,NA,TRUE,FALSE,TRUE,FALSE
"42",NA,"1347","57408",TRUE,"SPEI",NA,NA,NA,"ASY","F",1100,0,0,1998-06-29,0,"x14","lk",NA,NA,"TLM179",501432,6744138,NA,TRUE,FALSE,TRUE,FALSE
"43",NA,"1347","57469",FALSE,"SPEI",NA,NA,NA,"AHY","F",900,258,558,1998-06-29,245,"x24","555",NA,NA,"TLM118",499841,6744149,NA,TRUE,FALSE,TRUE,FALSE
"44",NA,"1347","57419",TRUE,"SPEI",NA,NA,NA,"ASY","F",1125,248,551,1998-06-29,26,"x26","PZ",NA,NA,"TLM113",499939,6744510,NA,TRUE,FALSE,TRUE,FALSE
"45",NA,"1347","57472",FALSE,"SPEI",NA,NA,NA,"AHY","F",1000,246,57,1998-06-29,248,"X31","591",NA,NA,"KLW039",500673,6743511,NA,TRUE,FALSE,TRUE,FALSE
"46",NA,"1347","57450",TRUE,"SPEI",NA,NA,NA,"ASY","F",1025,25,542,1998-06-29,25,"X73","379",NA,NA,"TLM175",500188,6744381,NA,TRUE,FALSE,TRUE,FALSE
"47",NA,"1347","46092",TRUE,"SPEI",NA,NA,NA,"ASY","F",1150,216,571,1998-06-29,24,"X04","J1",NA,NA,"KLW052",502144,6744512,NA,TRUE,TRUE,TRUE,FALSE
"48",NA,"1347","57471",FALSE,"SPEI",NA,NA,NA,"AHY","F",1140,272,596,1998-06-30,28,"X09","600",NA,NA,"TLM141",499812,6745752,NA,TRUE,FALSE,TRUE,FALSE
"49",NA,"1347","57981",TRUE,"SPEI",NA,NA,NA,"ASY","F",1090,0,0,1998-06-30,0,"X22","PS",NA,NA,"TLM146",500072,6746181,NA,TRUE,FALSE,TRUE,FALSE
"50",NA,"1347","76947",TRUE,"SPEI",NA,NA,NA,"ASY","F",1070,0,0,1998-06-30,0,"H81","440",NA,NA,"TLM153",500284,6746675,NA,TRUE,FALSE,TRUE,FALSE
"51",NA,"1347","76956",TRUE,"SPEI",NA,NA,NA,"ASY","F",1170,0,0,1998-06-30,0,"X10","548",NA,NA,"RMA001",0,0,NA,TRUE,FALSE,TRUE,FALSE
"52",NA,"1347","57976",FALSE,"SPEI",NA,NA,NA,"ASY","F",1050,254,53,1998-06-28,26,"x12","pt",NA,NA,"TLM060",500807,6746388,NA,FALSE,TRUE,FALSE,FALSE
"53",NA,"1347","57475",FALSE,"SPEI",NA,NA,NA,"AHY","F",1125,288,547,1998-07-01,28,"X97","560",NA,NA,"TLM157",499332,6743044,NA,TRUE,FALSE,TRUE,FALSE
"54",NA,"1347","57476",FALSE,"SPEI",NA,NA,NA,"AHY","F",1075,254,551,1998-07-01,262,"H87","461",NA,NA,"TLM159",499282,6744580,NA,TRUE,TRUE,TRUE,FALSE
"55",NA,"1347","57474",FALSE,"SPEI",NA,NA,NA,"AHY","F",1140,256,581,1998-07-01,26,"X18","512",NA,NA,"TLM165",501199,6744406,NA,TRUE,FALSE,TRUE,FALSE
"56",NA,"1347","57473",FALSE,"SPEI",NA,NA,NA,"AHY","F",1065,253,587,1998-07-01,255,"X80","586",NA,NA,"TLM170",502538,6743816,NA,TRUE,TRUE,TRUE,FALSE
"57",NA,"1037","52953",FALSE,"SPEI",NA,NA,NA,"ASY","F",1065,224,575,1998-07-01,26,"X67","4J",NA,NA,"TLM166",501543,6744192,"hen died possibly due to metafane",TRUE,FALSE,TRUE,FALSE
"58",NA,"1037","52995",TRUE,"SPEI",NA,NA,NA,"ASY","F",1140,0,0,1998-07-02,0,"x90","j9",NA,NA,"TLM178",502203,6745925,NA,TRUE,FALSE,TRUE,FALSE
"59",NA,"1347","76902",TRUE,"SPEI",NA,NA,NA,"ASY","F",1130,0,0,1998-07-02,0,"x43","377",NA,NA,"TLM164",502572,6744483,NA,TRUE,FALSE,TRUE,FALSE
