"","BAND","PREFIXNUMB","BANDNUMBER","RECAP","SPECIESCOD","SPECIESNUM","STATUS","REMARKCD","AGE","SEX","WT","CULMEN","TARSUS","DATE","WING","NASALCODE","TARSALCODE","MAP_NO","FREQUENCY","NEST_NO","EASTING","NORTHING","COMMENTS","LEAD","XRAY","DNA","WAES"
"19",NA,"1347","57914",TRUE,"SPEI","1580",NA,NA,"ASY","F",1150,0,0,1995-06-17,0,"E53","7E",NA,NA,"TLM044",502500,6744000,"all old markers, MRB notes",TRUE,FALSE,TRUE,FALSE
"20",NA,"1347","57955",FALSE,"SPEI","1580",NA,NA,"AHY","F",1350,268,552,1995-06-17,264,"J16","ZH",NA,NA,"TLM052",502000,6744000,"1 egg PP when trap sprung, MRB notes",TRUE,FALSE,TRUE,FALSE
"21",NA,"1347","46078",TRUE,"SPEI","1580",NA,NA,"ATY","F",1175,0,0,1995-06-17,0,"J27","A7",NA,NA,"TLM061",501000,6745500,"TLM notes",TRUE,FALSE,TRUE,FALSE
"22",NA,"1347","46088",TRUE,"SPEI","1580",NA,NA,"ATY","F",1150,0,0,1995-06-17,0,"J26","J5",NA,NA,"MRB041",499500,6744500,"TLM notes",FALSE,FALSE,FALSE,FALSE
"23",NA,"1347","57952",FALSE,"SPEI","1580",NA,NA,"AHY","F",950,229,546,1995-06-17,249,"J33","PE",NA,NA,"MRB042",499500,6744500,"TLM notes",TRUE,FALSE,TRUE,FALSE
"24",NA,"1347","46081",TRUE,"SPEI","1580",NA,NA,"ATY","F",1050,0,0,1995-06-17,0,"E68","6K",NA,NA,"TLM064",5e+05,6744500,"TLM notes",TRUE,FALSE,TRUE,FALSE
"25",NA,"1347","57970",FALSE,"SPEI","1580",NA,NA,"AHY","F",975,268,546,1995-06-18,245,"J38","LS",NA,NA,"MRB010",501500,6744000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"26",NA,"1347","57939",TRUE,"SPEI","1580",NA,NA,"ASY","F",1100,0,0,1995-06-18,0,"E93","3J",NA,NA,"TLM040",500500,6743500,"TLM notes",TRUE,FALSE,TRUE,FALSE
"27",NA,"1347","57953",FALSE,"SPEI","1580",NA,NA,"AHY","F",1275,272,580,1995-06-18,252,"J32","1Z",NA,NA,"TLM045",502500,6744000,"tarsal on upside down, TLM",TRUE,FALSE,TRUE,FALSE
"28",NA,"1347","57951",FALSE,"SPEI","1580",NA,NA,"AHY","F",1075,269,572,1995-06-18,261,"J42","PF",NA,NA,"TLM046",502500,6744000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"29",NA,"1347","57969",FALSE,"SPEI","1580",NA,NA,"AHY","F",1150,280,542,1995-06-18,231,"J43","NK",NA,NA,"MRB062",501500,6744000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"30",NA,"1347","57964",FALSE,"SPEI","1580",NA,NA,"AHY","F",1175,260,586,1995-06-18,250,"J37","NS",NA,NA,"TLM091",502000,6743500,"ss TLM notes",TRUE,FALSE,TRUE,FALSE
"31",NA,"1347","57902",TRUE,"SPEI","1580",NA,NA,"ATY","F",1100,0,0,1995-06-18,0,"J94","J2",NA,NA,"MRB014",503000,6745000,"new nasal,MRB notes",TRUE,FALSE,TRUE,FALSE
"32",NA,"1347","57959",FALSE,"SPEI","1580",NA,NA,"AHY","F",1075,257,570,1995-06-18,255,"J22","ZL",NA,NA,"TLM030",5e+05,6745500,"MRB notes",TRUE,FALSE,TRUE,FALSE
"33",NA,"1347","46099",TRUE,"SPEI","1580",NA,NA,"ATY","F",1125,0,0,1995-06-18,0,"J60","K3",NA,NA,"TLM033",500500,6746500,"new nasal, MRB notes",TRUE,FALSE,TRUE,FALSE
"34",NA,"1347","57916",TRUE,"SPEI","1580",NA,NA,"ASY","F",1150,0,0,1995-06-18,0,"J96","LE",NA,NA,"TLM094",502500,6745500,"nasal replaced, see MRB notes",TRUE,FALSE,TRUE,FALSE
"35",NA,"1347","57961",FALSE,"SPEI","1580",NA,NA,"AHY","F",1150,304,548,1995-06-19,247,"J19","PY",NA,NA,"TLM063",5e+05,6744500,"see TLM notes",TRUE,FALSE,TRUE,FALSE
"36",NA,"1347","57958",FALSE,"SPEI","1580",NA,NA,"AHY","F",1075,251,581,1995-06-19,255,"J20","PL",NA,NA,"TLM069",5e+05,6744000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"37",NA,"1347","57957",FALSE,"SPEI","1580",NA,NA,"AHY","F",1150,241,539,1995-06-19,231,"J17","ZE",NA,NA,"MRB049",501500,6744000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"38",NA,"1347","57954",FALSE,"SPEI","1580",NA,NA,"AHY","F",1075,274,533,1995-06-19,246,"J13","ZV",NA,NA,"MRB067",501500,6744000,NA,TRUE,FALSE,TRUE,FALSE
"39",NA,"1037","52995",TRUE,"SPEI","1580",NA,NA,"ATY","F",1100,0,0,1995-06-20,0,"E70","J9",NA,NA,"TLM071",502000,6746000,"see TLM notes",TRUE,FALSE,TRUE,FALSE
"40",NA,"1347","57963",FALSE,"SPEI","1580",NA,NA,"AHY","F",1175,295,580,1995-06-20,240,"J21","ZT",NA,NA,"TLM084",502000,6747000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"41",NA,"1347","57965",FALSE,"SPEI","1580",NA,NA,"AHY","F",1100,271,584,1995-06-20,250,"J40","RS",NA,NA,"MRB046",302500,6745500,"TLM notes",TRUE,FALSE,TRUE,FALSE
"42",NA,"1347","57962",FALSE,"SPEI","1580",NA,NA,"AHY","F",1275,310,579,1995-06-20,250,"J29","PR",NA,NA,"TLM076",500500,6745500,NA,TRUE,FALSE,TRUE,FALSE
"43",NA,"1347","57966",FALSE,"SPEI","1580",NA,NA,"AHY","F",1175,267,556,1995-06-20,243,"J41","LH",NA,NA,"MRB051",502500,6745000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"44",NA,"1347","57972",FALSE,"SPEI","1580",NA,NA,"AHY","F",1100,287,581,1995-06-21,246,"J31","LL",NA,NA,"TLM065",5e+05,6744500,"TLM notes",TRUE,FALSE,TRUE,FALSE
"45",NA,"1347","57931",TRUE,"SPEI","1580",NA,NA,"ASY","F",975,0,0,1995-06-21,0,"J61","YP",NA,NA,"MRB019",499500,6746000,"replaced old nasal tag (E83), TLM notes",TRUE,FALSE,TRUE,FALSE
"46",NA,"1347","57910",TRUE,"SPEI","1580",NA,NA,"ATY","F",1125,0,0,1995-06-21,0,"J46","3C",NA,NA,"MRB065",502000,6744000,"replaced nasal tag, see TLM notes",TRUE,FALSE,TRUE,FALSE
"47",NA,"1347","57967",FALSE,"SPEI","1580",NA,NA,"AHY","F",1075,277,566,1995-06-21,299,"J44","RT",NA,NA,"MRB061",501500,6744000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"48",NA,"1037","52963",TRUE,"SPEI","1580",NA,NA,"ATY","F",1150,251,575,1995-06-22,243,"J64","NJ",NA,NA,"TLM059",501000,6745500,"TLM notes",TRUE,FALSE,TRUE,FALSE
"49",NA,"1347","57974",FALSE,"SPEI","1580",NA,NA,"AHY","F",1075,275,556,1995-06-22,254,"J48","PV",NA,NA,"TLM072",502500,6745000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"50",NA,"1347","57973",FALSE,"SPEI","1580",NA,NA,"AHY","F",1200,257,557,1995-06-22,252,"J47","NT",NA,NA,"MRB054",503000,6745000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"51",NA,"1347","57976",FALSE,"SPEI","1580",NA,NA,"AHY","F",1000,272,544,1995-06-23,245,"J63","PT",NA,NA,"TLM056",500500,6746000,"egg #5 broke, TLM notes",TRUE,FALSE,TRUE,FALSE
"52",NA,"1347","57906",TRUE,"SPEI","1580",NA,NA,"ATY","F",1100,0,0,1995-06-23,0,"J71","8C",NA,NA,"TLM067",5e+05,6744000,"new nasal, see TLM notes",TRUE,FALSE,TRUE,FALSE
"53",NA,"1347","57975",FALSE,"SPEI","1580",NA,NA,"AHY","F",1200,269,546,1995-06-23,244,"J67","NH",NA,NA,"TLM073",5e+05,6745000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"54",NA,"1347","57977",FALSE,"SPEI","1580",NA,NA,"AHY","F",1175,305,565,1995-06-23,255,"J62","RN",NA,NA,"TLM081",5e+05,6746500,"see TLM notes",TRUE,FALSE,TRUE,FALSE
"55",NA,"1347","57938",TRUE,"SPEI","1580",NA,NA,"ASY","F",1150,0,0,1995-06-24,0,NA,"YH",NA,NA,"TLM096",501000,6744000,"nasal removed/bill injury;TLM notes",TRUE,FALSE,FALSE,FALSE
"56",NA,"1037","52990",TRUE,"SPEI","1580",NA,NA,"ATY","F",1125,242,550,1995-06-24,251,"J76","1E",NA,NA,"MRB052",502500,6745000,"replaced nasal, TLM notes",TRUE,FALSE,TRUE,FALSE
"57",NA,"1347","57978",FALSE,"SPEI","1580",NA,NA,"AHY","F",1175,280,557,1995-06-24,258,"J68","LV",NA,NA,"MRB055",503000,6745000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"58",NA,"1347","57979",FALSE,"SPEI","1580",NA,NA,"AHY","F",1150,270,572,1995-06-24,207,"J49","NL",NA,NA,"MRB056",503500,6745000,"TLM notes",TRUE,FALSE,TRUE,FALSE
"59",NA,"1347","46095",TRUE,"SPEI","1580",NA,NA,"ATY","F",1125,0,0,1995-06-25,0,"J69","J4",NA,NA,"TLM062",5e+05,6744000,"replaced nasal (E62);TLM notes",TRUE,FALSE,TRUE,FALSE
"60",NA,"1347","57980",FALSE,"SPEI","1580",NA,NA,"AHY","F",1100,280,512,1995-06-25,247,"J73","PJ",NA,NA,"TLM075",5e+05,6745000,"see TLM notes",TRUE,FALSE,TRUE,FALSE
"61",NA,"1037","52968",TRUE,"SPEI","1580",NA,NA,"ATY","F",1100,0,0,1995-06-25,0,"J78","OJ",NA,NA,"TLM098",501000,6744000,"replaced nasal E98, TLM notes",TRUE,FALSE,TRUE,FALSE
"62",NA,"1347","57968",FALSE,"SPEI","1580",NA,NA,"AHY","F",1175,278,591,1995-06-27,246,"J28","PA",NA,NA,"TLM090",502000,6743500,"see TLM notes",FALSE,FALSE,FALSE,FALSE
"63",NA,"1347","57971",FALSE,"SPEI","1580",NA,NA,"AHY","F",1050,254,563,1995-06-28,247,"J39","7K",NA,NA,"MRB053",502500,6744500,NA,FALSE,FALSE,FALSE,FALSE
"64",NA,"1347","57981",FALSE,"SPEI","1580",NA,NA,"AHY","F",1050,262,548,1995-06-29,249,"J72","PS",NA,NA,"TLM080",5e+05,6746000,NA,FALSE,FALSE,FALSE,FALSE
"65",NA,"1347","57982",FALSE,"SPEI","1580",NA,NA,"AHY","F",975,244,560,1995-07-01,243,"J74","PK",NA,NA,"MRB050",501000,6744500,"see TLM notes",FALSE,FALSE,FALSE,FALSE
