"","BANDNU","PREFIXNUMB","BANDNUMBER","RECAP","SPECIESCOD","SPECIESNUM","STATUS","REMARKCD","AGE","SEX","WT","CULMEN","TARSUS","DATE","WING","NASALCODE","TARSALCODE","MAP_NO","FREQUENCY","NEST_NO","EASTING","NORTHING","COMMENTS","LEAD","XRAY","DNA","WAES"
"148",NA,"1347","81232",NA,"SPEI",NA,NA,NA,"L","M",940,23.4,59.7,1900-07-29,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",NA,"1347","81233",NA,"SPEI",NA,NA,NA,"AHY","F",1300,25.4,59,1900-07-29,255,"6X5","792","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",NA,"1347","57976",TRUE,"SPEI",NA,NA,NA,"ASY","F",1200,NA,NA,1900-07-29,NA,"X12","PT","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",NA,"1347","81234",NA,"SPEI",NA,NA,NA,"L","M",970,23.5,57.9,1900-07-29,NA,NA,NA,"64",NA,NA,500959,6746745,NA,NA,NA,NA,NA
"152",NA,"1347","81235",NA,"SPEI",NA,NA,NA,"L","M",1000,22.2,59.4,1900-07-29,NA,NA,NA,"64",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",NA,"1347","81236",NA,"SPEI",NA,NA,NA,"L","F",890,23.4,54.5,1900-07-29,NA,NA,"925","64",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",NA,"1347","81237",NA,"SPEI",NA,NA,NA,"L","F",820,22.6,57.2,1900-07-29,NA,NA,"783","64",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,"1347","81238",NA,"SPEI",NA,NA,NA,"L","M",1150,23.5,56.8,1900-07-29,NA,NA,NA,"64",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",NA,"1347","81239",NA,"SPEI",NA,NA,NA,"L","M",1100,23.4,57,1900-07-29,NA,NA,NA,"64",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",NA,"1347","81240",NA,"SPEI",NA,NA,NA,"L","F",1050,24,55.4,1900-07-29,NA,NA,"X84","64",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",NA,"1347","81241",NA,"SPEI",NA,NA,NA,"L","F",1050,23.4,58.3,1900-07-29,NA,NA,"788","64",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,"1347","81242",NA,"SPEI",NA,NA,NA,"AHY","F",1125,29.3,58.2,1900-07-29,255,"T00","3X4","64",NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"160",NA,"1347","81243",NA,"SPEI",NA,NA,NA,"AHY","F",1425,28.7,57.5,1900-07-29,240,"T20","883","64",NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"161",NA,"1037","52972",TRUE,"SPEI",NA,NA,NA,"ASY","F",1350,NA,NA,1900-07-29,NA,NA,"K5","64",NA,NA,NA,NA,"REMOVED NT",TRUE,NA,NA,NA
"162",NA,"1347","57922",TRUE,"SPEI",NA,NA,NA,"ASY","F",1300,NA,NA,1900-07-29,NA,NA,"AA","64","4131",NA,NA,NA,"REMOVED NT",TRUE,NA,NA,NA
"163",NA,"1347","81244",NA,"SPEI",NA,NA,NA,"L","M",990,22.5,58.5,1900-07-29,NA,NA,NA,"66",NA,NA,501264,6745891,NA,NA,NA,NA,NA
"164",NA,"1347","81245",NA,"SPEI",NA,NA,NA,"L","F",1000,24.3,59,1900-07-29,NA,NA,"552","66",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",NA,"1347","81246",NA,"SPEI",NA,NA,NA,"L","F",1025,23.2,55.6,1900-07-29,NA,NA,"521","66",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",NA,"1347","81247",NA,"SPEI",NA,NA,NA,"L","F",1000,23.5,57.6,1900-07-29,NA,NA,"834","66",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",NA,"1347","57916",TRUE,"SPEI",NA,NA,NA,"ASY","F",1375,NA,NA,1900-07-29,NA,"X55","LE","66","4733",NA,NA,NA,NA,TRUE,NA,NA,NA
"168",NA,"1347","81248",NA,"SPEI",NA,NA,NA,"L","F",930,23.7,59.6,1900-07-29,NA,NA,"996","66",NA,NA,501339,6745885,NA,NA,NA,NA,NA
"169",NA,"1347","81249",NA,"SPEI",NA,NA,NA,"L","F",870,24.5,57.8,1900-07-29,NA,NA,"782","66",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",NA,"1347","81250",NA,"SPEI",NA,NA,NA,"L","F",850,24,54,1900-07-29,NA,NA,"839","66",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,"1347","81251",NA,"SPEI",NA,NA,NA,"L","M",860,23,60,1900-07-29,NA,NA,NA,"66",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",NA,"1347","54812",TRUE,"SPEI",NA,NA,NA,"ASY","F",1275,NA,NA,1900-07-29,NA,"T13","439","66",NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"173",NA,"1347","81252",NA,"SPEI",NA,NA,NA,"L","F",840,23.7,57,1900-07-30,NA,NA,"964",NA,NA,NA,501591,6745004,NA,NA,NA,NA,NA
"174",NA,"1347","81253",NA,"SPEI",NA,NA,NA,"L","M",790,23.7,56.9,1900-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",NA,"1347","81254",NA,"SPEI",NA,NA,NA,"L","M",820,21.5,57.5,1900-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",NA,"1347","81255",NA,"SPEI",NA,NA,NA,"L","F",820,22.5,56.3,1900-07-30,NA,NA,"787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",NA,"1347","76936",TRUE,"SPEI",NA,NA,NA,"ASY","F",1325,NA,NA,1900-07-30,NA,"T94","419",NA,"4021",NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,"1347","81256",NA,"SPEI",NA,NA,NA,"L","F",750,23,57.1,1900-07-30,NA,NA,"793","16",NA,NA,501955,6745223,NA,NA,NA,NA,NA
"179",NA,"1347","81257",NA,"SPEI",NA,NA,NA,"L","F",750,23.3,58.2,1900-07-30,NA,NA,"831","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",NA,"1347","57470",TRUE,"SPEI",NA,NA,NA,"ASY","F",1250,NA,NA,1900-07-30,NA,"X74","549","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",NA,"1347","81258",NA,"SPEI",NA,NA,NA,"L","M",1050,23.7,57.7,1900-07-30,NA,NA,NA,"18",NA,NA,502493,6744836,NA,NA,NA,NA,NA
"182",NA,"1347","81259",NA,"SPEI",NA,NA,NA,"L","F",1025,24.9,58.4,1900-07-30,NA,NA,"522","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",NA,"1347","81260",NA,"SPEI",NA,NA,NA,"L","M",1025,23.3,59.6,1900-07-30,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",NA,"1347","81261",NA,"SPEI",NA,NA,NA,"L","M",1050,20.7,58.6,1900-07-30,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",NA,"1347","81262",NA,"SPEI",NA,NA,NA,"L","F",1000,22.6,58.4,1900-07-30,NA,NA,"879","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,"1347","57451",TRUE,"SPEI",NA,NA,NA,"ASY","F",1350,NA,NA,1900-07-30,NA,"T73","452","18",NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"187",NA,"1347","81263",NA,"SPEI",NA,NA,NA,"L","M",540,18.9,54.6,1900-07-30,NA,NA,NA,"19",NA,NA,502941,6744894,NA,NA,NA,NA,NA
"188",NA,"1347","81264",NA,"SPEI",NA,NA,NA,"L","M",530,20.2,54.3,1900-07-30,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",NA,"1347","81265",NA,"SPEI",NA,NA,NA,"L","M",530,21.7,53.3,1900-07-30,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",NA,"1347","81266",NA,"SPEI",NA,NA,NA,"L","M",550,19.5,53.8,1900-07-30,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,"1347","57449",TRUE,"SPEI",NA,NA,NA,"ASY","F",1200,NA,NA,1900-07-30,NA,"X52","436","19",NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"192",NA,"1347","81267",NA,"SPEI",NA,NA,NA,"L","F",690,21.1,55.1,1900-07-30,NA,NA,"835","17",NA,NA,502958,6745433,NA,NA,NA,NA,NA
"193",NA,"1347","81268",NA,"SPEI",NA,NA,NA,"L","M",850,22.4,53.3,1900-07-30,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",NA,"1347","81269",NA,"SPEI",NA,NA,NA,"L","M",990,24.4,61.4,1900-07-30,NA,NA,NA,"17","17",NA,NA,NA,NA,NA,NA,NA,NA
"195",NA,"1347","81270",NA,"SPEI",NA,NA,NA,"L","F",830,26.9,56.8,1900-07-30,NA,NA,"5X7","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",NA,"1347","81271",NA,"SPEI",NA,NA,NA,"L","M",950,22.7,60.5,1900-07-30,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",NA,"1347","81272",NA,"SPEI",NA,NA,NA,"L","F",900,23.9,55.9,1900-07-30,NA,NA,"786","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",NA,"1347","81273",NA,"SPEI",NA,NA,NA,"L","M",920,23.2,58.4,1900-07-30,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",NA,"1347","81274",NA,"SPEI",NA,NA,NA,"L","F",950,24.6,58,1900-07-30,NA,NA,"840","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",NA,"1347","57974",TRUE,"SPEI",NA,NA,NA,"ASY","F",NA,NA,NA,1900-07-30,NA,"71X","PV","17","4369",NA,NA,NA,"W/2D SEPARATE",TRUE,NA,NA,NA
"201",NA,"1347","81275",NA,"SPEI",NA,NA,NA,"AHY","F",1300,29.7,58.5,1900-07-30,262,"T06","588","17",NA,NA,NA,NA,"W/6D SEPARATE",TRUE,NA,NA,NA
"202",NA,"1347","81276",NA,"SPEI",NA,NA,NA,"L","F",800,22.5,54.3,1900-07-31,NA,NA,"824","16",NA,NA,502055,6745783,NA,NA,NA,NA,NA
"203",NA,"1347","81277",NA,"SPEI",NA,NA,NA,"L","F",840,24,59.2,1900-07-31,NA,NA,"X54","16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",NA,"1347","81278",NA,"SPEI",NA,NA,NA,"L","M",750,21,56.8,1900-07-31,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",NA,"1347","81279",NA,"SPEI",NA,NA,NA,"L","M",860,22.3,61,1900-07-31,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",NA,"1347","81280",NA,"SPEI",NA,NA,NA,"L","M",800,22.3,58.4,1900-07-31,NA,NA,NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",NA,"1347","81058",TRUE,"SPEI",NA,NA,NA,"AHY","F",1200,NA,NA,1900-07-31,NA,"X01","707","16","4656",NA,NA,NA,NA,NA,NA,NA,NA
"208",NA,"1347","81281",NA,"SPEI",NA,NA,NA,"L","M",960,23.3,55.9,1900-07-31,NA,NA,NA,"32",NA,NA,502559,6743708,NA,NA,NA,NA,NA
"209",NA,"1347","81282",NA,"SPEI",NA,NA,NA,"L","F",960,23.8,57,1900-07-31,NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",NA,"1347","57403",TRUE,"SPEI",NA,NA,NA,"ASY","F",1275,NA,NA,1900-07-31,0,NA,"NV","32",NA,NA,NA,NA,"REMOVED NT",NA,NA,NA,NA
"211",NA,"1347","81283",NA,"SPEI",NA,NA,NA,"L","M",820,25.2,55.1,1900-07-31,NA,NA,NA,"32",NA,NA,502559,6743708,NA,NA,NA,NA,NA
"212",NA,"1347","81284",NA,"SPEI",NA,NA,NA,"L","F",830,23.6,57.8,1900-07-31,NA,NA,"833","32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",NA,"1347","81285",NA,"SPEI",NA,NA,NA,"L","F",880,24.7,57.6,1900-07-31,NA,NA,"577","32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,"1347","81286",NA,"SPEI",NA,NA,NA,"L","F",880,24.3,57.5,1900-07-31,NA,NA,"855","32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",NA,"1347","81287",NA,"SPEI",NA,NA,NA,"L","F",860,23.1,55,1900-07-31,NA,NA,"838","32",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",NA,"1347","81288",NA,"SPEI",NA,NA,NA,"L","F",860,24.2,59.7,1900-07-31,NA,NA,"859","32",NA,NA,NA,NA,"DIDN'T CATCH ADULT W/NT",NA,NA,NA,NA
"217",NA,"1347","81289",NA,"SPEI",NA,NA,NA,"L","F",880,22.3,56.6,1900-08-01,NA,NA,"857","26",NA,NA,499831,6744140,NA,NA,NA,NA,NA
"218",NA,"1347","81290",NA,"SPEI",NA,NA,NA,"L","F",870,22.7,56.7,1900-08-01,NA,NA,"X58","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",NA,"1347","81291",NA,"SPEI",NA,NA,NA,"L","M",850,22.1,55.1,1900-08-01,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",NA,"1347","81292",NA,"SPEI",NA,NA,NA,"L","M",940,23.1,58.1,1900-08-01,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",NA,"1347","81293",NA,"SPEI",NA,NA,NA,"L","M",840,21.4,55.4,1900-08-01,NA,NA,NA,"6",NA,NA,500077,6745697,NA,NA,NA,NA,NA
"222",NA,"1347","81294",NA,"SPEI",NA,NA,NA,"L","F",830,22.2,57.3,1900-08-01,NA,NA,"564","6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",NA,"1347","81295",NA,"SPEI",NA,NA,NA,"L","F",850,23,55.1,1900-08-01,NA,NA,"995","6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",NA,"1347","81296",NA,"SPEI",NA,NA,NA,"L","M",840,23,56.8,1900-08-01,0,"0",NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",NA,"1347","46071",TRUE,"SPEI",NA,NA,NA,"ASY","F",1325,NA,NA,1900-08-01,NA,"H85","3K","6",NA,NA,NA,NA,NA,TRUE,NA,NA,NA
"226",NA,"1347","81297",NA,"SPEI",NA,NA,NA,"L","M",970,21.7,58.4,1900-08-01,NA,NA,NA,"7",NA,NA,500891,6746120,NA,NA,NA,NA,NA
"227",NA,"1347","81298",NA,"SPEI",NA,NA,NA,"L","F",920,23,57.1,1900-08-01,NA,NA,"837","7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",NA,"1347","81299",NA,"SPEI",NA,NA,NA,"L","F",980,23,56.7,1900-08-01,NA,NA,"821","7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",NA,"1347","81300",NA,"SPEI",NA,NA,NA,"L","M",1025,23,57.4,1900-08-01,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",NA,"1347","81301",NA,"SPEI",NA,NA,NA,"L","M",925,20.1,57.8,1900-08-01,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA
