"","MARK_ID","PREFIXNUMB","BANDNUMBER","RECAP","SPECIESCOD","SPECIESNUM","STATUS","REMARKCD","AGE","SEX","WT","CULMEN","TARSUS","DATE","WING","NASALCODE","TARSALCODE","MAP_NO","FREQUENCY","NEST_NO","EASTING","NORTHING","COMMENTS","LEAD","XRAY","DNA","WAES","YEAR","REC","BANDSITE","LATITITUDE","D1","LONGITUDE","D2","REMARKS","TCOLOR","BLOOD","RTFREQ","TRAN","BRDP","SPECIES","OBS","MOMBAND","OBS2","OBS3","VIRUS","RADIO","WHOLEBLOOD","SERUM","TRAP","BTIME","RESIGHT","RESIGHT1","C_SWAB","PLOT","BANDNU_COMPLETE","Replacement 
Tarsal","Replacement 
Nasal","Date Originally 
Banded"
"495","1999-08-06_134781017_BAND","1347","81017",FALSE,"SPEI","1508","301",NA,NA,"F",880,22.5,56.8,1999-08-06,NA,NA,"932","6",NA,"BAND",500023,6746427,NA,NA,NA,NA,NA,"1999","0","KIG",60.8531166899677,"N",-164.999576703203,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781017",NA,NA,NA
"496","1999-08-06_134781018_BAND","1347","81018",FALSE,"SPEI","1508","301",NA,NA,"F",875,23.3,58.1,1999-08-06,NA,NA,"098","12",NA,"BAND",499643,6745409,NA,NA,NA,NA,NA,"1999","0","KIG",60.8439768139897,"N",-165.006568426644,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781018",NA,NA,NA
"497","1999-08-06_134781019_BAND","1347","81019",FALSE,"SPEI","1508","300",NA,NA,"M",910,24.3,54,1999-08-06,NA,NA,NA,"12",NA,"BAND",499643,6745409,NA,NA,NA,NA,NA,"1999","0","KIG",60.8439768139897,"N",-165.006568426644,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781019",NA,NA,NA
"498","1999-08-06_134781020_BAND","1347","81020",FALSE,"SPEI","1508","300",NA,NA,"M",920,22.1,56.6,1999-08-06,NA,NA,NA,"12",NA,"BAND",499643,6745409,"W/ HEN 427",NA,NA,NA,NA,"1999","0","KIG",60.8439768139897,"N",-165.006568426644,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781020",NA,NA,NA
"499","1999-08-07_134781021_BAND","1347","81021",FALSE,"SPEI","1508","301",NA,NA,"F",900,25.8,56.6,1999-08-07,NA,NA,"585","12",NA,"BAND",499882,6745167,NA,NA,NA,NA,NA,"1999","0","KIG",60.8418042523922,"N",-165.002170929272,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781021",NA,NA,NA
"500","1999-08-07_134781022_BAND","1347","81022",FALSE,"SPEI","1508","300",NA,NA,"M",820,23.4,54.9,1999-08-07,NA,NA,NA,"12",NA,"BAND",499882,6745167,NA,NA,NA,NA,NA,"1999","0","KIG",60.8418042523922,"N",-165.002170929272,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781022",NA,NA,NA
"501","1999-08-07_134781023_BAND","1347","81023",FALSE,"SPEI","1508","300",NA,NA,"M",990,23,57.9,1999-08-07,NA,NA,NA,"12",NA,"BAND",499882,6745167,NA,NA,NA,NA,NA,"1999","0","KIG",60.8418042523922,"N",-165.002170929272,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781023",NA,NA,NA
"502","1999-08-07_134781024_BAND","1347","81024",FALSE,"SPEI","1508","300",NA,NA,"M",830,23,55.7,1999-08-07,NA,NA,NA,"12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"1999","0","KIG",60.8409959976535,"N",-165.008057991694,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781024",NA,NA,NA
"503","1999-08-07_134781025_BAND","1347","81025",FALSE,"SPEI","1508","301",NA,NA,"F",810,24.5,54.4,1999-08-07,NA,NA,"930","12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"1999","0","KIG",60.8409959976535,"N",-165.008057991694,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781025",NA,NA,NA
"504","1999-08-07_134781026_BAND","1347","81026",FALSE,"SPEI","1508","301",NA,NA,"F",815,24.8,52.2,1999-08-07,NA,NA,"814","12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"1999","0","KIG",60.8409959976535,"N",-165.008057991694,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781026",NA,NA,NA
"505","1999-08-07_134781027_BAND","1347","81027",FALSE,"SPEI","1508","301",NA,NA,"F",960,21.9,52.7,1999-08-07,NA,NA,"239","12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"1999","0","KIG",60.8409959976535,"N",-165.008057991694,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781027",NA,NA,NA
"506","1999-08-07_134781028_BAND","1347","81028",FALSE,"SPEI","1508","300",NA,NA,"M",850,20.3,54.7,1999-08-07,NA,NA,NA,"12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"1999","0","KIG",60.8409959976535,"N",-165.008057991694,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781028",NA,NA,NA
"507","1999-08-07_134781029_BAND","1347","81029",FALSE,"SPEI","1508","301",NA,NA,"F",830,23,54.3,1999-08-07,NA,NA,"880","12",NA,"BAND",499562,6745077,NA,NA,NA,NA,NA,"1999","0","KIG",60.8409959976535,"N",-165.008057991694,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781029",NA,NA,NA
"508","1999-08-07_134781030_BAND","1347","81030",FALSE,"SPEI","1508","301",NA,NA,"F",950,28.2,55.5,1999-08-07,NA,NA,"075","6",NA,"BAND",500127,6745913,NA,NA,NA,NA,NA,"1999","0","KIG",60.8485019232393,"N",-164.997663002494,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781030",NA,NA,NA
"509","1999-08-07_134781031_BAND","1347","81031",FALSE,"SPEI","1508","301",NA,NA,"F",920,26.9,55.5,1999-08-07,NA,NA,"850","6",NA,"BAND",500127,6745913,NA,NA,NA,NA,NA,"1999","0","KIG",60.8485019232393,"N",-164.997663002494,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781031",NA,NA,NA
"510","1999-08-07_134781032_BAND","1347","81032",FALSE,"SPEI","1508","300",NA,NA,"M",660,19.3,53.9,1999-08-07,NA,NA,NA,"4",NA,"BAND",500198,6746485,NA,NA,NA,NA,NA,"1999","0","KIG",60.8536373712765,"N",-164.996355907412,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781032",NA,NA,NA
"511","1999-08-07_134781033_BAND","1347","81033",FALSE,"SPEI","1508","300",NA,NA,"M",660,19,54.1,1999-08-07,NA,NA,NA,"4",NA,"BAND",500198,6746485,NA,NA,NA,NA,NA,"1999","0","KIG",60.8536373712765,"N",-164.996355907412,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781033",NA,NA,NA
"512","1999-08-07_134781034_BAND","1347","81034",FALSE,"SPEI","1508","300",NA,NA,"M",600,21.2,54.2,1999-08-07,NA,NA,NA,"4",NA,"BAND",500198,6746485,NA,NA,NA,NA,NA,"1999","0","KIG",60.8536373712765,"N",-164.996355907412,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781034",NA,NA,NA
"513","1999-08-07_134781035_BAND","1347","81035",FALSE,"SPEI","1508","300",NA,NA,"M",520,17.9,55.6,1999-08-07,NA,NA,NA,"4",NA,"BAND",500198,6746485,NA,NA,NA,NA,NA,"1999","0","KIG",60.8536373712765,"N",-164.996355907412,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781035",NA,NA,NA
"514","1999-08-04_134781167_BAND","1347","81167",FALSE,"SPEI","1508","300",NA,NA,"M",860,21.6,56.6,1999-08-04,NA,NA,NA,"6",NA,"BAND",499893,6745960,NA,NA,NA,NA,NA,"1999","0","KIG",60.8489239003013,"N",-165.00196899236,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781167",NA,NA,NA
"515","1999-08-04_134781168_BAND","1347","81168",FALSE,"SPEI","1508","301",NA,NA,"F",930,20.2,54.9,1999-08-04,NA,NA,"583","6",NA,"BAND",499893,6745960,NA,NA,NA,NA,NA,"1999","0","KIG",60.8489239003013,"N",-165.00196899236,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781168",NA,NA,NA
"516","1999-08-04_134781169_BAND","1347","81169",FALSE,"SPEI","1508","301",NA,NA,"F",1130,21.5,58.3,1999-08-04,NA,NA,"565","6",NA,"BAND",499893,6745960,NA,NA,NA,NA,NA,"1999","0","KIG",60.8489239003013,"N",-165.00196899236,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781169",NA,NA,NA
"517","1999-08-04_134781170_BAND","1347","81170",FALSE,"SPEI","1508","300",NA,NA,"M",970,22.3,57.8,1999-08-04,NA,NA,NA,"6",NA,"BAND",499893,6745960,NA,NA,NA,NA,NA,"1999","0","KIG",60.8489239003013,"N",-165.00196899236,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781170",NA,NA,NA
"518","1999-08-04_134781171_BAND","1347","81171",FALSE,"SPEI","1508","301",NA,NA,"F",730,19.6,56.4,1999-08-04,NA,NA,"979","6",NA,"BAND",499772,6746063,NA,NA,NA,NA,NA,"1999","0","KIG",60.8498485944954,"N",-165.004195731101,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781171",NA,NA,NA
"519","1999-08-04_134781172_BAND","1347","81172",FALSE,"SPEI","1508","301",NA,NA,"F",690,20.7,53.7,1999-08-04,NA,NA,"219","6",NA,"BAND",499772,6746063,NA,NA,NA,NA,NA,"1999","0","KIG",60.8498485944954,"N",-165.004195731101,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781172",NA,NA,NA
"520","1999-08-04_134781173_BAND","1347","81173",FALSE,"SPEI","1508","300",NA,NA,"M",670,20.6,53.1,1999-08-04,NA,NA,NA,"6",NA,"BAND",499772,6746063,NA,NA,NA,NA,NA,"1999","0","KIG",60.8498485944954,"N",-165.004195731101,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781173",NA,NA,NA
"521","1999-08-04_134781174_BAND","1347","81174",FALSE,"SPEI","1508","300",NA,NA,"M",770,22.2,53.8,1999-08-04,NA,NA,NA,"2",NA,"BAND",499825,6746727,NA,NA,NA,NA,NA,"1999","0","KIG",60.8558100827383,"N",-165.003221007587,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781174",NA,NA,NA
"522","1999-08-04_134781175_BAND","1347","81175",FALSE,"SPEI","1508","300",NA,NA,"M",970,20.5,56.1,1999-08-04,NA,NA,NA,"4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"1999","0","KIG",60.8526041997617,"N",-164.985902601911,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781175",NA,NA,NA
"523","1999-08-04_134781176_BAND","1347","81176",FALSE,"SPEI","1508","301",NA,NA,"F",970,22.3,56.3,1999-08-04,NA,NA,"060","4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"1999","0","KIG",60.8526041997617,"N",-164.985902601911,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781176",NA,NA,NA
"524","1999-08-04_134781177_BAND","1347","81177",FALSE,"SPEI","1508","300",NA,NA,"M",970,23.7,57.9,1999-08-04,NA,NA,NA,"4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"1999","0","KIG",60.8526041997617,"N",-164.985902601911,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781177",NA,NA,NA
"525","1999-08-04_134781178_BAND","1347","81178",FALSE,"SPEI","1508","301",NA,NA,"F",915,23,52.3,1999-08-04,NA,NA,"817","4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"1999","0","KIG",60.8526041997617,"N",-164.985902601911,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781178",NA,NA,NA
"526","1999-08-04_134781179_BAND","1347","81179",FALSE,"SPEI","1508","300",NA,NA,"M",1000,21.7,57.7,1999-08-04,NA,NA,NA,"4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"1999","0","KIG",60.8526041997617,"N",-164.985902601911,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781179",NA,NA,NA
"527","1999-08-04_134781180_BAND","1347","81180",FALSE,"SPEI","1508","300",NA,NA,"M",570,21,50.2,1999-08-04,NA,NA,NA,"4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"1999","0","KIG",60.8526041997617,"N",-164.985902601911,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781180",NA,NA,NA
"528","1999-08-04_134781181_BAND","1347","81181",FALSE,"SPEI","1508","301",NA,NA,"F",570,19.9,50.6,1999-08-04,NA,NA,"899","4",NA,"BAND",500766,6746370,NA,NA,NA,NA,NA,"1999","0","KIG",60.8526041997617,"N",-164.985902601911,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781181",NA,NA,NA
"529","1999-08-04_134781182_BAND","1347","81182",FALSE,"SPEI","1508","301",NA,NA,"F",900,22.4,54.6,1999-08-04,NA,NA,"887","7",NA,"BAND",500761,6746627,"\",NA,NA,NA,NA,"1999","0","KIG",60.8549115818312,"N",-164.985993611644,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781182",NA,NA,NA
"530","1999-08-05_134781183_BAND","1347","81183",FALSE,"SPEI","1508","300",NA,NA,"M",1070,24.2,57.1,1999-08-05,NA,NA,NA,"11",NA,"BAND",500672,6745975,NA,NA,NA,NA,NA,"1999","0","KIG",60.8490580177496,"N",-164.987633940043,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781183",NA,NA,NA
"531","1999-08-05_134781184_BAND","1347","81184",FALSE,"SPEI","1508","300",NA,NA,"M",1080,23.1,55.1,1999-08-05,NA,NA,NA,"11",NA,"BAND",500672,6745975,NA,NA,NA,NA,NA,"1999","0","KIG",60.8490580177496,"N",-164.987633940043,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781184",NA,NA,NA
"532","1999-08-05_134781185_BAND","1347","81185",FALSE,"SPEI","1508","300",NA,NA,"M",900,20.2,58.4,1999-08-05,NA,NA,NA,"7",NA,"BAND",500672,6745975,NA,NA,NA,NA,NA,"1999","0","KIG",60.8490580177496,"N",-164.987633940043,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781185",NA,NA,NA
"533","1999-08-05_134781186_BAND","1347","81186",FALSE,"SPEI","1508","351",NA,"AHY","F",1100,25.1,56.7,1999-08-05,240,"X15","731","7",NA,"BAND",500672,6745975,NA,TRUE,NA,NA,NA,"1999","0","KIG",60.8490580177496,"N",-164.987633940043,"W",NA,"Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781186",NA,NA,NA
"534","1999-08-05_134781187_BAND","1347","81187",FALSE,"SPEI","1508","300",NA,NA,"M",840,20.1,58.2,1999-08-05,NA,NA,NA,"7",NA,"BAND",500672,6745975,NA,NA,NA,NA,NA,"1999","0","KIG",60.8490580177496,"N",-164.987633940043,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781187",NA,NA,NA
"535","1999-08-05_134781188_BAND","1347","81188",FALSE,"SPEI","1508","300",NA,NA,"M",1020,21.5,58.9,1999-08-05,NA,NA,NA,"65",NA,"BAND",501087,6746569,NA,NA,NA,NA,NA,"1999","0","KIG",60.8543900931931,"N",-164.979993829012,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781188",NA,NA,NA
"536","1999-08-05_134781189_BAND","1347","81189",FALSE,"SPEI","1508","300",NA,NA,"M",990,24.9,56.4,1999-08-05,NA,NA,NA,"15A",NA,"BAND",501964,6746060,NA,NA,NA,NA,NA,"1999","0","KIG",60.849816868563,"N",-164.963857859656,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781189",NA,NA,NA
"537","1999-08-05_134781190_BAND","1347","81190",FALSE,"SPEI","1508","301",NA,NA,"F",940,25.9,56.1,1999-08-05,NA,NA,"885","15A",NA,"BAND",501964,6746060,NA,NA,NA,NA,NA,"1999","0","KIG",60.849816868563,"N",-164.963857859656,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781190",NA,NA,NA
"538","1999-08-05_134781191_BAND","1347","81191",FALSE,"SPEI","1508","300",NA,NA,"M",760,21.6,56.5,1999-08-05,NA,NA,NA,"15A",NA,"BAND",502006,6745863,NA,NA,NA,NA,NA,"1999","0","KIG",60.8480479713627,"N",-164.963087002502,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781191",NA,NA,NA
"539","1999-08-05_134781192_BAND","1347","81192",FALSE,"SPEI","1508","300",NA,NA,"M",730,24.2,57.6,1999-08-05,NA,NA,NA,"15A",NA,"BAND",502006,6745863,NA,NA,NA,NA,NA,"1999","0","KIG",60.8480479713627,"N",-164.963087002502,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781192",NA,NA,NA
"540","1999-08-05_134781193_BAND","1347","81193",FALSE,"SPEI","1508","301",NA,NA,"F",750,20.6,54.6,1999-08-05,NA,NA,"584","16",NA,"BAND",502459,6745185,NA,NA,NA,NA,NA,"1999","0","KIG",60.8419582645923,"N",-164.954759821616,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781193",NA,NA,NA
"541","1999-08-05_134781194_BAND","1347","81194",FALSE,"SPEI","1508","300",NA,NA,"M",600,19.5,51.4,1999-08-05,NA,NA,NA,"16",NA,"BAND",502459,6745185,NA,NA,NA,NA,NA,"1999","0","KIG",60.8419582645923,"N",-164.954759821616,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781194",NA,NA,NA
"542","1999-08-05_134781195_BAND","1347","81195",FALSE,"SPEI","1508","301",NA,"AHY","F",1200,25.4,57.2,1999-08-05,NA,"X45","546","16",NA,"BAND",502459,6745185,NA,TRUE,NA,NA,NA,"1999","0","KIG",60.8419582645923,"N",-164.954759821616,"W",NA,"Y","Y",NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781195",NA,NA,NA
"543","1999-08-05_134781196_BAND","1347","81196",FALSE,"SPEI","1508","301",NA,NA,"F",870,22.8,56.3,1999-08-05,NA,NA,"173","22",NA,"BAND",503292,6744659,NA,NA,NA,NA,NA,"1999","0","KIG",60.8372297446051,"N",-164.939443398692,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781196",NA,NA,NA
"544","1999-08-05_134781197_BAND","1347","81197",FALSE,"SPEI","1508","301",NA,NA,"F",870,20.9,56.6,1999-08-05,NA,NA,"514","22",NA,"BAND",503292,6744659,NA,NA,NA,NA,NA,"1999","0","KIG",60.8372297446051,"N",-164.939443398692,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781197",NA,NA,NA
"545","1999-08-05_134781198_BAND","1347","81198",FALSE,"SPEI","1508","301",NA,NA,"F",870,21.2,57.1,1999-08-05,NA,NA,"818","22",NA,"BAND",503292,6744659,NA,NA,NA,NA,NA,"1999","0","KIG",60.8372297446051,"N",-164.939443398692,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781198",NA,NA,NA
"546","1999-08-05_134781199_BAND","1347","81199",FALSE,"SPEI","1508","300",NA,NA,"M",1000,21,59.5,1999-08-05,NA,NA,NA,"22",NA,"BAND",503292,6744659,NA,NA,NA,NA,NA,"1999","0","KIG",60.8372297446051,"N",-164.939443398692,"W",NA,NA,NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781199",NA,NA,NA
"547","1999-08-06_134781200_BAND","1347","81200",FALSE,"SPEI","1508","301",NA,NA,"F",970,19.3,57.9,1999-08-06,NA,NA,"895","27",NA,"BAND",500634,6744391,NA,NA,NA,NA,NA,"1999","0","KIG",60.834836739883,"N",-164.988338392184,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134781200",NA,NA,NA
"548","1999-08-02_134776971_BAND","1347","76971",NA,"SPEI","1508","301",NA,NA,"F",775,22.5,55.1,1999-08-02,NA,NA,"041","6",NA,"BAND",0,0,NA,NA,NA,NA,NA,"1999","0","KIG",NA,"N",NA,"W",NA,"Y",NA,NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134776971",NA,NA,NA
"549","1999-07-02_134757408_TLM097","1347","57408",TRUE,"SPEI","1508","389",NA,"ASY","F",1090,NA,NA,1999-07-02,NA,"X14","LK","30","5753","TLM097",501424,6744127,NA,TRUE,NA,NA,NA,"1999","R","KIG",60.8324644677776,"N",-164.973809306235,"W",NA,"Y","Y","5753","Y","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757408",NA,NA,NA
"550","2000-08-01_134746071_NA","1347","46071",TRUE,NA,"1580",NA,NA,"ASY","F",1325,25.4,56.3,2000-08-01,256,"H85","3K","6",NA,NA,500077,6745697,NA,TRUE,NA,NA,NA,"2000",NA,NA,60.8465626639813,NA,-164.99858316609,NA,NA,NA,NA,NA,NA,NA,"SPEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746071",NA,NA,NA
"551","2000-06-20_134746083_BG017","1347","46083",TRUE,NA,"1580",NA,NA,"ASY","F",1375,26.4,59.3,2000-06-20,260,"47X","E0","30",NA,"BG017",501262,6744338,NA,TRUE,FALSE,FALSE,FALSE,"2000",NA,NA,60.8343594007011,NA,-164.976787492302,NA,NA,NA,NA,NA,NA,NA,"SPEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746083",NA,NA,NA
"552","2000-06-30_134746088_TLM087","1347","46088",TRUE,NA,"1580",NA,NA,"ASY","F",1325,24.2,56.2,2000-06-30,253,NA,"J5","23","4217","TLM087",499450,6744471,NA,TRUE,FALSE,FALSE,FALSE,"2000",NA,NA,60.8355551152839,NA,-165.010116763663,NA,NA,NA,NA,NA,NA,NA,"SPEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746088",NA,NA,NA
"553","2000-06-19_134746090_TLM046","1347","46090",TRUE,NA,"1580",NA,NA,"ASY","F",1150,26.3,57.1,2000-06-19,244,"2X6","C6","11",NA,"TLM046",500730,6745744,NA,TRUE,FALSE,FALSE,FALSE,"2000",NA,NA,60.8469839717942,NA,-164.986567501666,NA,NA,NA,NA,NA,NA,NA,"SPEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746090",NA,NA,NA
"554","2000-07-05_134746100_TLM123","1347","46100",TRUE,NA,"1580",NA,NA,"ASY","F",1250,25.4,58.5,2000-07-05,268,"X74","K4","15A",NA,"TLM123",502054,6746167,NA,TRUE,FALSE,FALSE,FALSE,"2000",NA,NA,60.8507770705472,NA,-164.962200517502,NA,NA,NA,NA,NA,NA,NA,"SPEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746100",NA,NA,NA
"555","2000-06-22_103752966_TLM083","1037","52966",TRUE,NA,"1580",NA,NA,"ASY","F",1200,26.2,56.1,2000-06-22,262,NA,"K9","25",NA,"TLM083",499590,6744201,NA,TRUE,FALSE,FALSE,FALSE,"2000",NA,NA,60.8331311895217,NA,-165.007541016706,NA,NA,NA,NA,NA,NA,NA,"SPEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752966",NA,NA,NA
"556","2000-07-29_103752966_NA","1037","52966",TRUE,NA,"1580",NA,NA,"ASY","F",1250,NA,NA,2000-07-29,NA,NA,"K9","9",NA,NA,500996,6744555,"REMOVED NT DENT IN BILL",TRUE,NA,NA,NA,"2000",NA,NA,60.8363084102041,NA,-164.981679029663,NA,NA,NA,NA,NA,NA,NA,"SPEI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752966",NA,NA,NA
