"","MARK_ID","PREFIXNUMB","BANDNUMBER","RECAP","SPECIESCOD","SPECIESNUM","STATUS","REMARKCD","AGE","SEX","WT","CULMEN","TARSUS","DATE","WING","NASALCODE","TARSALCODE","MAP_NO","FREQUENCY","NEST_NO","EASTING","NORTHING","COMMENTS","LEAD","XRAY","DNA","WAES","YEAR","REC","BANDSITE","LATITITUDE","D1","LONGITUDE","D2","REMARKS","TCOLOR","BLOOD","RTFREQ","TRAN","BRDP","SPECIES","OBS","MOMBAND","OBS2","OBS3","VIRUS","RADIO","WHOLEBLOOD","SERUM","TRAP","BTIME","RESIGHT","RESIGHT1","C_SWAB","PLOT","BANDNU_COMPLETE","Replacement 
Tarsal","Replacement 
Nasal","Date Originally 
Banded"
"1","1994-06-11_134757914_TLM091","1347","57914",FALSE,"SPEI","1580",NA,"245","AHY","F",1400,260,600,1994-06-11,249,"E53","7E","0",NA,"TLM091",502500,6744000,"BOWTRAP",FALSE,FALSE,FALSE,FALSE,"1994",NA,NA,60.8313189324878,NA,-164.954020789839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757914",NA,NA,NA
"2","1994-06-15_103752950_TLM012","1037","52950",TRUE,"SPEI","1580",NA,"249","ATY","F",1225,309,581,1994-06-15,252,"E55","5J","16",NA,"TLM012",503000,6745500,"CAUGHT WITH MIST NET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8447826525995,NA,-164.944801743643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752950",NA,NA,NA
"3","1994-06-15_134757911_TLM073","1347","57911",TRUE,"SPEI","1580",NA,"249","ASY","F",1250,263,582,1994-06-15,251,"E56","9C","16",NA,"TLM073",503000,6745500,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8447826525995,NA,-164.944801743643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757911",NA,NA,NA
"4","1994-06-15_103752967_TLM017","1037","52967",TRUE,"SPEI","1580",NA,"249","ATY","F",1100,241,562,1994-06-15,241,"E57","J6","12",NA,"TLM017",500500,6745500,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8447936682404,NA,-164.990800288168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752967",NA,NA,NA
"5","1994-06-15_103752954_TLM053","1037","52954",TRUE,"SPEI","1580",NA,"249","ATY","F",1025,264,556,1994-06-15,260,"E63","A0","6",NA,"TLM053",5e+05,6746000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8492830390959,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752954",NA,NA,NA
"6","1994-06-15_103752952_TLM001","1037","52952",TRUE,"SPEI","1580",NA,"245","ATY","F",1025,253,549,1994-06-15,252,"E64","JZ","0",NA,"TLM001",499500,6745000,"CAUGHT W/BROOD IN POND MISTNET",FALSE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8403046091545,NA,-165.009198422038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752952",NA,NA,NA
"7","1994-06-16_134746068_ADS010","1347","46068",TRUE,"SPEI","1580",NA,"249","ASY","F",1150,250,565,1994-06-16,239,"E58","E2","27",NA,"ADS010",502000,6743500,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8268326962393,NA,-164.963221783528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746068",NA,NA,NA
"8","1994-06-16_134757919_TLM007","1347","57919",FALSE,"SPEI","1580",NA,"249","AHY","F",1060,261,572,1994-06-16,257,"E59","YX","29",NA,"TLM007",500500,6743500,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8268374137702,NA,-164.990805444839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757919",NA,NA,NA
"9","1994-06-16_134757920_TLM021","1347","57920",FALSE,"SPEI","1580",NA,"249","AHY","F",1190,270,562,1994-06-16,249,"E60","YY","25",NA,"TLM021",5e+05,6744500,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8358158616651,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757920",NA,NA,NA
"10","1994-06-17_134757921_TLM023","1347","57921",FALSE,"SPEI","1580",NA,"249","AHY","F",1150,263,599,1994-06-17,251,"E61","YZ","20",NA,"TLM023",5e+05,6744000,"MIST NETTED",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8313267964795,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757921",NA,NA,NA
"11","1994-06-17_134746095_KSB001","1347","46095",TRUE,"SPEI","1580",NA,"249","ASY","F",1110,278,576,1994-06-17,260,"E62","J4","24",NA,"KSB001",5e+05,6744000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8313267964795,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746095",NA,NA,NA
"12","1994-06-17_134746092_KSB002","1347","46092",TRUE,"SPEI","1580",NA,"249","ASY","F",1150,229,595,1994-06-17,253,"E66","J1","24",NA,"KSB002",5e+05,6744000,"CULMEN CORRECT; HEN RELEASED 1730;BOWTR",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8313267964795,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746092",NA,NA,NA
"13","1994-06-17_134746081_TLM019","1347","46081",TRUE,"SPEI","1580",NA,"249","ASY","F",1140,267,550,1994-06-17,250,"E68","6K","19",NA,"TLM019",5e+05,6744500,"BOW NET NEST TRAPPED",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8358158616651,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746081",NA,NA,NA
"14","1994-06-17_134757922_ADS008","1347","57922",FALSE,"SPEI","1580",NA,"249","AHY","F",1220,259,584,1994-06-17,256,"E69","AA","21",NA,"ADS008",501000,6744500,"HEN MIST NETTED ON NEST;RELEASED 1927",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8358146031957,NA,-164.981605735095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757922",NA,NA,NA
"15","1994-06-17_134757916_ADS002","1347","57916",FALSE,"SPEI","1580",NA,"249","AHY","F",1200,265,608,1994-06-17,245,"E65","LE","15",NA,"ADS002",502500,6745000,"USED MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8402970569557,NA,-164.954007898171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757916",NA,NA,NA
"16","1994-06-17_134746085_TLM014","1347","46085",TRUE,"SPEI","1580",NA,"249","ASY","F",1075,270,601,1994-06-17,254,"E17","C2","15",NA,"TLM014",502500,6745000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8402970569557,NA,-164.954007898171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746085",NA,NA,NA
"17","1994-06-17_134757915_TLM097","1347","57915",FALSE,"SPEI","1580",NA,"249","AHY","F",1100,241,537,1994-06-17,246,"E67","YL","0",NA,"TLM097",501000,6746000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8492817799345,NA,-164.981597996329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757915",NA,NA,NA
"18","1994-06-17_134757927_TLM075","1347","57927",FALSE,"SPEI","1580",NA,"245","AHY","F",1300,285,575,1994-06-17,242,"E77","LR","12",NA,"TLM075",500500,6745500,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8447936682404,NA,-164.990800288168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757927",NA,NA,NA
"19","1994-06-17_134746076_ADS001","1347","46076",TRUE,"SPEI","1580",NA,"249","ASY","F",1150,264,583,1994-06-17,259,"E74","E1","8",NA,"ADS001",499500,6745500,"MISTNET",FALSE,FALSE,FALSE,FALSE,"1994",NA,NA,60.8447936682404,NA,-165.009199711832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746076",NA,NA,NA
"20","1994-06-17_134757918_ADS003","1347","57918",FALSE,"SPEI","1580",NA,"245","AHY","F",1150,266,553,1994-06-17,254,"E75","YA","3",NA,"ADS003",500500,6756000,"BOWTRAP",FALSE,FALSE,FALSE,FALSE,"1994",NA,NA,60.9390632117342,NA,-164.990773105595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757918",NA,NA,NA
"21","1994-06-17_103752962_TLM016","1037","52962",TRUE,"SPEI","1580",NA,"245","ATY","F",0,255,535,1994-06-17,258,"E76","ZK","12",NA,"TLM016",501000,6745500,"MISTNET",FALSE,FALSE,FALSE,FALSE,"1994",NA,NA,60.8447927240423,NA,-164.981600576754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752962",NA,NA,NA
"22","1994-06-18_103752995_TLM031","1037","52995",TRUE,"SPEI","1580",NA,"249","ATY","F",1100,260,569,1994-06-18,257,"E70","J9","6",NA,"TLM031",502500,6745000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8402970569557,NA,-164.954007898171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752995",NA,NA,NA
"23","1994-06-18_134757923_ADS014","1347","57923",FALSE,"SPEI","1580",NA,"249","AHY","F",1190,223,581,1994-06-18,253,"E72","YK","17",NA,"ADS014",502500,6744500,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8358079962325,NA,-164.95401434505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757923",NA,NA,NA
"24","1994-06-18_134746074_ADS017","1347","46074",TRUE,"SPEI","1580",NA,"249","ASY","F",1240,257,550,1994-06-18,258,"E71","E7","28",NA,"ADS017",503000,6745000,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8402935955321,NA,-164.944809482403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746074",NA,NA,NA
"25","1994-06-19_134757932_KSB015","1347","57932",FALSE,"COEI","1590",NA,NA,"AHY","F",1650,524,608,1994-06-19,294,NA,NA,"3",NA,"KSB015",500500,6746000,"BOWTRAP",TRUE,FALSE,FALSE,FALSE,"1994",NA,NA,60.8492827243056,NA,-164.990798997955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757932",NA,NA,NA
"26","1994-06-20_134746069_KSB017","1347","46069",TRUE,"SPEI","1580",NA,"245","ASY","F",1060,242,548,1994-06-20,242,"E86","Y1","34",NA,"KSB017",502500,6744000,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8313189324878,NA,-164.954020789839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746069",NA,NA,NA
"27","1994-06-18_134757925_TLM042","1347","57925",FALSE,"SPEI","1580",NA,"249","AHY","F",1225,276,564,1994-06-18,255,"E79","YJ","23",NA,"TLM042",502500,6744500,"MISTNET",FALSE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8358079962325,NA,-164.95401434505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757925",NA,NA,NA
"28","1994-06-18_103752953_TLM047","1037","52953",TRUE,"SPEI","1580",NA,"249","ATY","F",1150,240,583,1994-06-18,246,"E78","4J","27",NA,"TLM047",501500,6744000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8313239654421,NA,-164.972412470563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752953",NA,NA,NA
"29","1994-06-19_134757926_TLM043","1347","57926",FALSE,"SPEI","1580",NA,"249","AHY","F",1150,231,581,1994-06-19,259,"E80","0A","23",NA,"TLM043",502500,6744500,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8358079962325,NA,-164.95401434505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757926",NA,NA,NA
"30","1994-06-19_134757928_KSB006","1347","57928",FALSE,"SPEI","1580",NA,"245","AHY","F",1025,269,579,1994-06-19,250,"E81","5C","0",NA,"KSB006",501000,6745000,"BOWTRAP",FALSE,FALSE,FALSE,FALSE,"1994",NA,NA,60.8403036651295,NA,-164.981603156343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757928",NA,NA,NA
"31","1994-06-19_134757936_NA","1347","57936",FALSE,"COEI","1590",NA,"108","AHY","F",0,0,0,1994-06-19,0,NA,NA,"0",NA,NA,503500,6744500,"MISTNET",TRUE,FALSE,FALSE,FALSE,"1994",NA,NA,60.8358004454201,NA,-164.935620094767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757936",NA,NA,NA
"32","1994-06-19_134757937_NA","1347","57937",FALSE,"COEI","1590",NA,NA,"AHY","F",0,0,0,1994-06-19,0,NA,NA,"0",NA,NA,503500,6744500,"MISTNET",TRUE,FALSE,FALSE,FALSE,"1994",NA,NA,60.8358004454201,NA,-164.935620094767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757937",NA,NA,NA
"33","1994-06-20_134757929_TLM029","1347","57929",FALSE,"SPEI","1580",NA,"249","AHY","F",1150,254,576,1994-06-20,251,"E87","LA","13",NA,"TLM029",5e+05,6745000,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8403049238295,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757929",NA,NA,NA
"34","1994-06-22_134757943_TLM067","1347","57943",FALSE,"SPEI","1580",NA,"249","AHY","F",1250,266,56,1994-06-22,245,"E88","LF","33",NA,"TLM067",501000,6743500,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.826836470264,NA,-164.981610890095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757943",NA,NA,NA
"35","1994-06-22_134746093_TLM079","1347","46093",TRUE,"SPEI","1580",NA,"249","ASY","F",1250,237,539,1994-06-22,253,"E96","J0","25",NA,"TLM079",5e+05,6744000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8313267964795,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746093",NA,NA,NA
"36","1994-06-22_134757944_ADS040","1347","57944",FALSE,"SPEI","1580",NA,"249","AHY","F",1250,267,557,1994-06-22,254,"E95","6E","14",NA,"ADS040",500500,6745500,"BOWTRAP; SEE NOTES",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8447936682404,NA,-164.990800288168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757944",NA,NA,NA
"37","1994-06-23_134746082_TLM052","1347","46082",TRUE,"SPEI","1580",NA,"249","ASY","F",1100,243,553,1994-06-23,249,"J02","E6","2",NA,"TLM052",5e+05,6747000,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8582611422811,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746082",NA,NA,NA
"38","1994-06-23_103752968_KSB011","1037","52968",TRUE,"SPEI","1580",NA,"249","ATY","F",1075,253,558,1994-06-23,244,"E98","0J","0",NA,"KSB011",502500,6744000,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8313189324878,NA,-164.954020789839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752968",NA,NA,NA
"39","1994-06-19_134757924_TLM020","1347","57924",FALSE,"SPEI","1580",NA,"245","AHY","F",1075,258,591,1994-06-19,246,"E73","YV","19",NA,"TLM020",5e+05,6744500,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8358158616651,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757924",NA,NA,NA
"40","1994-06-19_103752972_ADS032","1037","52972",TRUE,"SPEI","1580",NA,"249","ATY","F",1150,232,582,1994-06-19,247,"E84","K5","3",NA,"ADS032",501000,6746500,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8537708328063,NA,-164.981595415068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752972",NA,NA,NA
"41","1994-06-23_103752966_TLM096","1037","52966",TRUE,"SPEI","1580",NA,"249","ATY","F",1150,262,561,1994-06-23,260,"E99","K9","0",NA,"TLM096",499500,6745000,"92 TRAPPED;MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8403046091545,NA,-165.009198422038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752966",NA,NA,NA
"42","1994-06-26_134757940_TLM083","1347","57940",FALSE,"SPEI","1580",NA,"245","AHY","F",1125,241,565,1994-06-26,255,"E00","3E","17",NA,"TLM083",502500,6745000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8402970569557,NA,-164.954007898171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757940",NA,NA,NA
"43","1994-06-27_103752990_KSB014","1037","52990",TRUE,"SPEI","1580",NA,"249","TY","F",1150,252,539,1994-06-27,250,"J03","1E","18",NA,"KSB014",502500,6745000,"BOWTRAP;RED LEG BAND",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8402970569557,NA,-164.954007898171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103752990",NA,NA,NA
"44","1994-06-27_134746090_ADS031","1347","46090",TRUE,"SPEI","1580",NA,"249","ASY","F",950,263,571,1994-06-27,244,"J01","C6","12",NA,"ADS031",501500,6745500,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8447911503791,NA,-164.972400866177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746090",NA,NA,NA
"45","1994-06-27_134757907_TLM099","1347","57907",TRUE,"SPEI","1580",NA,"249","ASY","F",1150,263,545,1994-06-27,254,"JO4","6C","0",NA,"TLM099",499500,6745500,"OLD BANDS;BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8447936682404,NA,-165.009199711832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757907",NA,NA,NA
"46","1994-06-19_134757930_TDB004","1347","57930",FALSE,"SPEI","1580",NA,"249","AHY","F",1080,258,582,1994-06-19,246,"E82","YT","9",NA,"TDB004",5e+05,6746000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8492830390959,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757930",NA,NA,NA
"47","1994-06-19_134757933_KSB016","1347","57933",FALSE,"SPEI","1580",NA,"249","AHY","F",1150,281,583,1994-06-19,244,"E85","YN","3",NA,"KSB016",500500,6746000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8492827243056,NA,-164.990798997955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757933",NA,NA,NA
"48","1994-06-22_134757935_ADS030","1347","57935",FALSE,"SPEI","1580",NA,"245","AHY","F",1175,250,566,1994-06-22,260,"E91","7A","15",NA,"ADS030",502500,6745000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8402970569557,NA,-164.954007898171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757935",NA,NA,NA
"49","1994-06-22_134757910_TLM088","1347","57910",TRUE,"SPEI","1580",NA,"249","ASY","F",1050,251,568,1994-06-22,255,"E89","3C","34",NA,"TLM088",502000,6744000,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8313217635245,NA,-164.963216629366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757910",NA,NA,NA
"50","1994-06-22_134757934_ADS046","1347","57934",FALSE,"SPEI","1580",NA,"245","AHY","F",1350,258,586,1994-06-22,255,"E90","YF","15",NA,"ADS046",503000,6745000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8402935955321,NA,-164.944809482403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757934",NA,NA,NA
"51","1994-06-23_134757938_ADS035","1347","57938",FALSE,"SPEI","1580",NA,"249","AHY","F",1150,253,547,1994-06-23,245,"E92","YH","26",NA,"ADS035",501000,6744000,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8313255382406,NA,-164.981608313013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757938",NA,NA,NA
"52","1994-06-23_134757939_KSB009","1347","57939",FALSE,"SPEI","1580",NA,"249","AHY","F",975,262,579,1994-06-23,248,"E93","3J","0",NA,"KSB009",500500,6743500,"MISTNET",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8268374137702,NA,-164.990805444839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757939",NA,NA,NA
"53","1994-06-22_134757945_NA","1347","57945",FALSE,"SPEI","1580",NA,"249","AHY","F",1275,299,578,1994-06-22,250,"E97","7J","25",NA,NA,5e+05,6744000,"1 OF 4 FLYING HENS",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8313267964795,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757945",NA,NA,NA
"54","1994-06-28_134757941_TDB002","1347","57941",FALSE,"SPEI","1580",NA,"249","AHY","F",1250,292,571,1994-06-28,259,"J05","6J","12",NA,"TDB002",500500,6745500,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8447936682404,NA,-164.990800288168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757941",NA,NA,NA
"55","1994-06-19_134757931_TLM082","1347","57931",FALSE,"SPEI","1580",NA,"245","AHY","F",1030,253,593,1994-06-19,256,"E83","YP","11",NA,"TLM082",499500,6746000,"BOWTRAP",TRUE,FALSE,TRUE,TRUE,"1994",NA,NA,60.8492827243056,NA,-165.009201002045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757931",NA,NA,NA
"56","1994-06-27_134757908_KSB005","1347","57908",TRUE,"SPEI","1580",NA,"249","ASY","F",1125,261,569,1994-06-27,257,"E94","2C","23",NA,"KSB005",502500,6744500,"BOWTRAP",TRUE,FALSE,TRUE,FALSE,"1994",NA,NA,60.8358079962325,NA,-164.95401434505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134757908",NA,NA,NA
"57","1994-06-13_134746072_TLM026","1347","46072",TRUE,"SPEI","1580",NA,"245","ASY","F",1250,253,574,1994-06-13,244,"E54","4K","25",NA,"TLM026",5e+05,6744000,"BOWTRAP",FALSE,FALSE,FALSE,FALSE,"1994",NA,NA,60.8313267964795,NA,-165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134746072",NA,NA,NA
"58","NA_NANA_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NANA",NA,NA,NA
"59","NA_NANA_NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NANA",NA,NA,NA
