"","NEST_NO","SPECIES","DATE","OBS","EGGNO","LENGTH","WIDTH","LINK","WEBTAG","WEIGHT","RADIO","TAGDATE","Year"
"3968","KLW031","SPEI",1998-06-09,"KLW",4,71.7,46.8,NA,NA,NA,NA,NA,"1998"
"3969","KLW032","SPEI",1998-06-10,"KLW",1,74.5,44.6,NA,NA,NA,NA,NA,"1998"
"3970","KLW032","SPEI",1998-06-10,"KLW",2,72.2,44.4,NA,NA,NA,NA,NA,"1998"
"3971","KLW032","SPEI",1998-06-10,"KLW",3,70.4,45,NA,NA,NA,NA,NA,"1998"
"3972","KLW032","SPEI",1998-06-10,"KLW",4,68.7,45.4,NA,NA,NA,NA,NA,"1998"
"3973","KLW032","SPEI",1998-06-10,"KLW",5,67.7,45.2,NA,NA,NA,NA,NA,"1998"
"3974","KLW033","SPEI",1998-06-10,"KLW",1,67,42.4,NA,NA,NA,NA,NA,"1998"
"3975","KLW033","SPEI",1998-06-10,"KLW",2,66.7,43.5,NA,NA,NA,NA,NA,"1998"
"3976","KLW033","SPEI",1998-06-10,"KLW",3,66.9,44.6,NA,NA,NA,NA,NA,"1998"
"3977","KLW033","SPEI",1998-06-10,"KLW",4,65.5,44,NA,NA,NA,NA,NA,"1998"
"3978","KLW034","SPEI",1998-06-10,"KLW",1,70.1,44,NA,NA,NA,NA,NA,"1998"
"3979","KLW034","SPEI",1998-06-10,"KLW",2,72.4,42.8,NA,NA,NA,NA,NA,"1998"
"3980","KLW034","SPEI",1998-06-10,"KLW",3,67.8,43.3,NA,NA,NA,NA,NA,"1998"
"3981","KLW034","SPEI",1998-06-10,"KLW",4,71.9,43.4,NA,NA,NA,NA,NA,"1998"
"3982","KLW034","SPEI",1998-06-10,"KLW",5,68.8,43,NA,NA,NA,NA,NA,"1998"
"3983","KLW035","SPEI",1998-06-10,"KLW",1,65.1,47.6,NA,NA,NA,NA,NA,"1998"
"3984","KLW035","SPEI",1998-06-10,"KLW",2,63.8,47.5,NA,NA,NA,NA,NA,"1998"
"3985","KLW035","SPEI",1998-06-10,"KLW",3,65.5,47.1,NA,NA,NA,NA,NA,"1998"
"3986","KLW035","SPEI",1998-06-10,"KLW",4,66.2,47.2,NA,NA,NA,NA,NA,"1998"
"3987","KLW035","SPEI",1998-06-10,"KLW",5,66.5,44.8,NA,NA,NA,NA,NA,"1998"
"3988","KLW035","SPEI",1998-06-10,"KLW",6,62.7,47.4,NA,NA,NA,NA,NA,"1998"
"3989","KLW037","SPEI",1998-06-11,"KLW",1,73.8,42,NA,NA,NA,NA,NA,"1998"
"3990","KLW037","SPEI",1998-06-11,"KLW",2,73.9,43.9,NA,NA,NA,NA,NA,"1998"
"3991","KLW037","SPEI",1998-06-11,"KLW",3,71.5,44.6,NA,NA,NA,NA,NA,"1998"
"3992","KLW037","SPEI",1998-06-11,"KLW",4,71.8,45,NA,NA,NA,NA,NA,"1998"
"3993","KLW039","SPEI",1998-06-11,"KLW",1,67,41.7,NA,NA,NA,NA,NA,"1998"
"3994","KLW039","SPEI",1998-06-11,"KLW",2,68.6,43.8,NA,NA,NA,NA,NA,"1998"
"3995","KLW039","SPEI",1998-06-11,"KLW",3,68.8,43.6,NA,NA,NA,NA,NA,"1998"
"3996","KLW039","SPEI",1998-06-11,"KLW",4,66.3,43.6,NA,NA,NA,NA,NA,"1998"
"3997","KLW039","SPEI",1998-06-11,"KLW",5,66.3,43.7,NA,NA,NA,NA,NA,"1998"
"3998","KLW041","SPEI",1998-06-13,"KLW",1,65,44.3,NA,NA,NA,NA,NA,"1998"
"3999","KLW041","SPEI",1998-06-13,"KLW",2,65,45,NA,NA,NA,NA,NA,"1998"
"4000","KLW042","SPEI",1998-06-13,"KLW",1,74.5,44.3,NA,NA,NA,NA,NA,"1998"
"4001","KLW042","SPEI",1998-06-13,"KLW",2,69.4,46.6,NA,NA,NA,NA,NA,"1998"
"4002","KLW042","SPEI",1998-06-13,"KLW",3,68,46.7,NA,NA,NA,NA,NA,"1998"
"4003","KLW042","SPEI",1998-06-13,"KLW",4,70.4,46.7,NA,NA,NA,NA,NA,"1998"
"4004","KLW042","SPEI",1998-06-13,"KLW",5,69.7,46.6,NA,NA,NA,NA,NA,"1998"
"4005","KLW043","SPEI",1998-06-13,"KLW",1,66.2,46.4,NA,NA,NA,NA,NA,"1998"
"4006","KLW043","SPEI",1998-06-13,"KLW",2,68.1,45.2,NA,NA,NA,NA,NA,"1998"
"4007","KLW043","SPEI",1998-06-13,"KLW",3,66,45.4,NA,NA,NA,NA,NA,"1998"
"4008","KLW043","SPEI",1998-06-13,"KLW",4,66.1,46.7,NA,NA,NA,NA,NA,"1998"
"4009","KLW043","SPEI",1998-06-13,"KLW",5,67.3,46.7,NA,NA,NA,NA,NA,"1998"
"4010","KLW044","SPEI",1998-06-14,"KLW",1,68.5,43,NA,NA,NA,NA,NA,"1998"
"4011","KLW044","SPEI",1998-06-14,"KLW",2,66.8,43.9,NA,NA,NA,NA,NA,"1998"
"4012","KLW045","SPEI",1998-06-15,"KLW",1,67,45.3,NA,NA,NA,NA,NA,"1998"
"4013","KLW045","SPEI",1998-06-15,"KLW",2,63.2,43.8,NA,NA,NA,NA,NA,"1998"
"4014","KLW045","SPEI",1998-06-15,"KLW",3,67,45.6,NA,NA,NA,NA,NA,"1998"
"4015","KLW045","SPEI",1998-06-15,"KLW",4,67.2,44.3,NA,NA,NA,NA,NA,"1998"
"4016","KLW045","SPEI",1998-06-15,"KLW",5,65.4,44.8,NA,NA,NA,NA,NA,"1998"
"4017","KLW049","SPEI",1998-06-17,"KLW",1,71.3,45.1,NA,NA,NA,NA,NA,"1998"
"4018","KLW049","SPEI",1998-06-17,"KLW",2,73.5,44.7,NA,NA,NA,NA,NA,"1998"
"4019","KLW052","SPEI",1998-06-25,"TLM",1,68,43.9,NA,NA,NA,NA,NA,"1998"
"4020","KLW052","SPEI",1998-06-25,"TLM",2,69.2,44.3,NA,NA,NA,NA,NA,"1998"
"4021","KLW052","SPEI",1998-06-25,"TLM",3,66.4,44.7,NA,NA,NA,NA,NA,"1998"
"4022","KLW052","SPEI",1998-06-25,"TLM",4,66.9,44.3,NA,NA,NA,NA,NA,"1998"
"4023","KLW052","SPEI",1998-06-25,"TLM",5,64.2,44.4,NA,NA,NA,NA,NA,"1998"
"4024","KLW052","SPEI",1998-06-25,"TLM",6,67.9,44.6,NA,NA,NA,NA,NA,"1998"
"4025","RMA001","SPEI",1998-06-20,"TLM",1,69.5,45.4,NA,NA,NA,NA,NA,"1998"
"4026","RMA001","SPEI",1998-06-20,"TLM",2,67.5,44.1,NA,NA,NA,NA,NA,"1998"
"4027","RMA001","SPEI",1998-06-20,"TLM",3,67.8,45.2,NA,NA,NA,NA,NA,"1998"
"4028","RMA001","SPEI",1998-06-20,"TLM",4,67.3,44.8,NA,NA,NA,NA,NA,"1998"
"4029","RMA001","SPEI",1998-06-20,"TLM",5,67.6,44.7,NA,NA,NA,NA,NA,"1998"
"4030","TLM015","SPEI",1998-05-29,"TLM",1,67.8,44.6,NA,NA,NA,NA,NA,"1998"
"4031","TLM015","SPEI",1998-05-29,"TLM",2,68.2,45.6,NA,NA,NA,NA,NA,"1998"
"4032","TLM015","SPEI",1998-05-29,"TLM",3,67.3,46.7,NA,NA,NA,NA,NA,"1998"
"4033","TLM015","SPEI",1998-05-29,"TLM",4,68.7,45.7,NA,NA,NA,NA,NA,"1998"
"4034","TLM015","SPEI",1998-06-08,"TLM",5,68.4,45.1,NA,NA,NA,NA,NA,"1998"
"4035","TLM020","SPEI",1998-05-30,"TLM",1,68.1,43.2,NA,NA,NA,NA,NA,"1998"
"4036","TLM020","SPEI",1998-05-30,"TLM",2,69.3,44,NA,NA,NA,NA,NA,"1998"
"4037","TLM020","SPEI",1998-05-30,"TLM",3,69.4,43.8,NA,NA,NA,NA,NA,"1998"
"4038","TLM020","SPEI",1998-05-30,"TLM",4,68,44.1,NA,NA,NA,NA,NA,"1998"
"4039","TLM020","SPEI",1998-05-30,"TLM",5,69.7,43.4,NA,NA,NA,NA,NA,"1998"
"4040","TLM021","SPEI",1998-05-31,"TLM",1,67.3,44.8,NA,NA,NA,NA,NA,"1998"
"4041","TLM021","SPEI",1998-05-31,"TLM",2,66.3,44.5,NA,NA,NA,NA,NA,"1998"
"4042","TLM021","SPEI",1998-05-31,"TLM",3,67.3,44.5,NA,NA,NA,NA,NA,"1998"
"4043","TLM021","SPEI",1998-05-31,"TLM",4,68.1,43.2,NA,NA,NA,NA,NA,"1998"
"4044","TLM021","SPEI",1998-05-31,"TLM",5,68.1,44,NA,NA,NA,NA,NA,"1998"
"4045","TLM026","SPEI",1998-06-01,"TLM",1,64.4,45.4,NA,NA,NA,NA,NA,"1998"
"4046","TLM026","SPEI",1998-06-01,"TLM",2,69.2,45,NA,NA,NA,NA,NA,"1998"
"4047","TLM026","SPEI",1998-06-01,"TLM",3,64.5,43.9,NA,NA,NA,NA,NA,"1998"
"4048","TLM026","SPEI",1998-06-01,"TLM",4,64.5,43.9,NA,NA,NA,NA,NA,"1998"
"4049","TLM026","SPEI",1998-06-01,"TLM",5,64.3,45,NA,NA,NA,NA,NA,"1998"
"4050","TLM026","SPEI",1998-06-11,"TLM",6,64.7,44.1,NA,NA,NA,NA,NA,"1998"
"4051","TLM027","SPEI",1998-06-01,"TLM",1,67.7,45.2,NA,NA,NA,NA,NA,"1998"
"4052","TLM027","SPEI",1998-06-01,"TLM",2,66.2,45.9,NA,NA,NA,NA,NA,"1998"
"4053","TLM027","SPEI",1998-06-01,"TLM",3,66.1,45.1,NA,NA,NA,NA,NA,"1998"
"4054","TLM027","SPEI",1998-06-01,"TLM",4,64.9,46.1,NA,NA,NA,NA,NA,"1998"
"4055","TLM027","SPEI",1998-06-01,"TLM",5,67.6,45.8,NA,NA,NA,NA,NA,"1998"
"4056","TLM029","SPEI",1998-06-01,"TLM",1,67,42.7,NA,NA,NA,NA,NA,"1998"
"4057","TLM029","SPEI",1998-06-01,"TLM",2,70.4,43.4,NA,NA,NA,NA,NA,"1998"
"4058","TLM029","SPEI",1998-06-01,"TLM",3,69.1,44,NA,NA,NA,NA,NA,"1998"
"4059","TLM029","SPEI",1998-06-11,"TLM",4,68.3,43.7,NA,NA,NA,NA,NA,"1998"
"4060","TLM030","SPEI",1998-06-01,"TLM",1,65.1,45.9,NA,NA,NA,NA,NA,"1998"
"4061","TLM030","SPEI",1998-06-01,"TLM",2,68,46.1,NA,NA,NA,NA,NA,"1998"
"4062","TLM030","SPEI",1998-06-01,"TLM",3,66.1,45.7,NA,NA,NA,NA,NA,"1998"
"4063","TLM030","SPEI",1998-06-01,"TLM",4,66.2,46.3,NA,NA,NA,NA,NA,"1998"
"4064","TLM030","SPEI",1998-06-11,"TLM",5,66,45.3,NA,NA,NA,NA,NA,"1998"
"4065","TLM031","SPEI",1998-06-01,"TLM",1,73.1,49.6,NA,NA,NA,NA,NA,"1998"
"4066","TLM031","SPEI",1998-06-01,"TLM",2,76.2,49.3,NA,NA,NA,NA,NA,"1998"
"4067","TLM031","SPEI",1998-06-01,"TLM",3,77.2,49.6,NA,NA,NA,NA,NA,"1998"
"4068","TLM031","SPEI",1998-06-01,"TLM",4,76.3,48.4,NA,NA,NA,NA,NA,"1998"
"4069","TLM031","SPEI",1998-06-01,"TLM",5,71.5,49,NA,NA,NA,NA,NA,"1998"
"4070","TLM033","SPEI",1998-06-01,"TLM",1,68.8,44.1,NA,NA,NA,NA,NA,"1998"
"4071","TLM033","SPEI",1998-06-01,"TLM",2,66.2,45.3,NA,NA,NA,NA,NA,"1998"
"4072","TLM033","SPEI",1998-06-01,"TLM",3,67.6,46.3,NA,NA,NA,NA,NA,"1998"
"4073","TLM033","SPEI",1998-06-01,"TLM",4,69.5,45.8,NA,NA,NA,NA,NA,"1998"
"4074","TLM034","SPEI",1998-06-02,"TLM",1,72.5,43.9,"Y",0,0,0,1998-06-22,"1998"
"4075","TLM034","SPEI",1998-06-02,"TLM",2,70.6,46.2,"Y",0,0,0,1998-06-22,"1998"
"4076","TLM034","SPEI",1998-06-02,"TLM",3,69.6,45.7,"Y",0,0,0,1998-06-22,"1998"
"4077","TLM034","SPEI",1998-06-02,"TLM",4,65,45.8,"Y",0,0,0,1998-06-22,"1998"
"4078","TLM034","SPEI",1998-06-02,"TLM",5,66.4,44.7,"Y",0,0,0,1998-06-22,"1998"
"4079","TLM040","SPEI",1998-06-03,"TLM",1,65.9,45.7,NA,NA,NA,NA,NA,"1998"
"4080","TLM040","SPEI",1998-06-03,"TLM",2,68.6,46.9,NA,NA,NA,NA,NA,"1998"
"4081","TLM040","SPEI",1998-06-03,"TLM",3,70.4,46.8,NA,NA,NA,NA,NA,"1998"
"4082","TLM040","SPEI",1998-06-03,"TLM",4,66.6,48,NA,NA,NA,NA,NA,"1998"
"4083","TLM040","SPEI",1998-06-03,"TLM",5,67.3,46.3,NA,NA,NA,NA,NA,"1998"
"4084","TLM042","SPEI",1998-06-03,"TLM",1,67.5,44.9,NA,NA,NA,NA,NA,"1998"
"4085","TLM042","SPEI",1998-06-03,"TLM",2,66.6,45.6,NA,NA,NA,NA,NA,"1998"
"4086","TLM042","SPEI",1998-06-03,"TLM",3,69,45.8,NA,NA,NA,NA,NA,"1998"
"4087","TLM042","SPEI",1998-06-03,"TLM",4,67.1,45,NA,NA,NA,NA,NA,"1998"
"4088","TLM042","SPEI",1998-06-13,"TLM",5,67.6,45.4,NA,NA,NA,NA,NA,"1998"
"4089","TLM043","SPEI",1998-06-03,"TLM",1,68.3,43.3,NA,NA,NA,NA,NA,"1998"
"4090","TLM043","SPEI",1998-06-03,"TLM",2,69.8,44.7,NA,NA,NA,NA,NA,"1998"
"4091","TLM043","SPEI",1998-06-03,"TLM",3,67.6,45.1,NA,NA,NA,NA,NA,"1998"
"4092","TLM045","SPEI",1998-06-05,"TLM",1,70.6,46.8,NA,NA,NA,NA,NA,"1998"
"4093","TLM045","SPEI",1998-06-05,"TLM",2,70.4,46.7,NA,NA,NA,NA,NA,"1998"
"4094","TLM045","SPEI",1998-06-05,"TLM",3,66.6,47.3,NA,NA,NA,NA,NA,"1998"
"4095","TLM046","SPEI",1998-06-05,"TLM",1,67.3,43.2,NA,NA,NA,NA,NA,"1998"
"4096","TLM046","SPEI",1998-06-05,"TLM",2,66.9,43.9,NA,NA,NA,NA,NA,"1998"
"4097","TLM046","SPEI",1998-06-05,"TLM",3,68.3,43.3,NA,NA,NA,NA,NA,"1998"
"4098","TLM046","SPEI",1998-06-05,"TLM",4,66,44.4,NA,NA,NA,NA,NA,"1998"
"4099","TLM056","SPEI",1998-06-06,"TLM",1,70.9,46.3,NA,NA,NA,NA,NA,"1998"
"4100","TLM056","SPEI",1998-06-06,"TLM",2,70,45.3,NA,NA,NA,NA,NA,"1998"
"4101","TLM056","SPEI",1998-06-06,"TLM",3,68.6,45,NA,NA,NA,NA,NA,"1998"
"4102","TLM056","SPEI",1998-06-06,"TLM",4,68.7,45,NA,NA,NA,NA,NA,"1998"
"4103","TLM056","SPEI",1998-06-16,"TLM",5,67.6,45,NA,NA,NA,NA,NA,"1998"
"4104","TLM059","SPEI",1998-06-06,"TLM",1,64,45.2,NA,NA,NA,NA,NA,"1998"
"4105","TLM059","SPEI",1998-06-06,"TLM",2,64.6,47.1,NA,NA,NA,NA,NA,"1998"
"4106","TLM059","SPEI",1998-06-06,"TLM",3,64.9,44.6,NA,NA,NA,NA,NA,"1998"
"4107","TLM059","SPEI",1998-06-06,"TLM",4,65.3,46.1,NA,NA,NA,NA,NA,"1998"
"4108","TLM059","SPEI",1998-06-06,"TLM",5,65,47,NA,NA,NA,NA,NA,"1998"
"4109","TLM059","SPEI",1998-06-06,"TLM",6,65,45.8,NA,NA,NA,NA,NA,"1998"
"4110","TLM060","SPEI",1998-06-06,"TLM",1,64.6,44.5,NA,NA,NA,NA,NA,"1998"
"4111","TLM060","SPEI",1998-06-06,"TLM",2,63.9,43.7,NA,NA,NA,NA,NA,"1998"
"4112","TLM060","SPEI",1998-06-06,"TLM",3,66.9,44.6,NA,NA,NA,NA,NA,"1998"
"4113","TLM060","SPEI",1998-06-06,"TLM",4,64.1,44.2,NA,NA,NA,NA,NA,"1998"
"4114","TLM060","SPEI",1998-06-16,"KLW",5,62.3,43.4,NA,NA,NA,NA,NA,"1998"
"4115","TLM061","SPEI",1998-06-06,"TLM",1,66.5,46.6,NA,NA,NA,NA,NA,"1998"
"4116","TLM061","SPEI",1998-06-06,"TLM",2,66.7,45.8,NA,NA,NA,NA,NA,"1998"
"4117","TLM061","SPEI",1998-06-06,"TLM",3,68.7,45.3,NA,NA,NA,NA,NA,"1998"
"4118","TLM061","SPEI",1998-06-06,"TLM",4,66.2,46.3,NA,NA,NA,NA,NA,"1998"
"4119","TLM061","SPEI",1998-06-06,"TLM",5,65.7,45.3,NA,NA,NA,NA,NA,"1998"
"4120","TLM062","SPEI",1998-06-07,"TLM",1,72.2,44.5,NA,NA,NA,NA,NA,"1998"
"4121","TLM062","SPEI",1998-06-07,"TLM",2,73.6,46,NA,NA,NA,NA,NA,"1998"
"4122","TLM062","SPEI",1998-06-07,"TLM",3,70.2,44.8,NA,NA,NA,NA,NA,"1998"
"4123","TLM062","SPEI",1998-06-07,"TLM",4,68.8,44.4,NA,NA,NA,NA,NA,"1998"
"4124","TLM062","SPEI",1998-06-07,"TLM",5,71.4,45.1,NA,NA,NA,NA,NA,"1998"
"4125","TLM067","SPEI",1998-06-07,"TLM",1,69,44.8,NA,NA,NA,NA,NA,"1998"
"4126","TLM067","SPEI",1998-06-07,"TLM",2,66.7,46.9,NA,NA,NA,NA,NA,"1998"
"4127","TLM067","SPEI",1998-06-07,"TLM",3,69.8,46.2,NA,NA,NA,NA,NA,"1998"
"4128","TLM067","SPEI",1998-06-17,"TLM",4,65.2,46.7,NA,NA,NA,NA,NA,"1998"
"4129","TLM068","SPEI",1998-06-07,"TLM",1,68.8,45.7,NA,NA,NA,NA,NA,"1998"
"4130","TLM068","SPEI",1998-06-07,"TLM",2,67.7,44.6,NA,NA,NA,NA,NA,"1998"
"4131","TLM068","SPEI",1998-06-07,"TLM",3,67.2,44.4,NA,NA,NA,NA,NA,"1998"
"4132","TLM070","SPEI",1998-06-07,"TLM",1,66,45.7,NA,NA,NA,NA,NA,"1998"
"4133","TLM070","SPEI",1998-06-07,"TLM",2,66.7,45.3,NA,NA,NA,NA,NA,"1998"
"4134","TLM070","SPEI",1998-06-07,"TLM",3,68.9,45.7,NA,NA,NA,NA,NA,"1998"
"4135","TLM070","SPEI",1998-06-07,"TLM",4,66.3,46.4,NA,NA,NA,NA,NA,"1998"
"4136","TLM073","SPEI",1998-06-07,"TLM",1,66,45.3,NA,NA,NA,NA,NA,"1998"
"4137","TLM073","SPEI",1998-06-07,"TLM",2,66.1,45.9,NA,NA,NA,NA,NA,"1998"
"4138","TLM073","SPEI",1998-06-07,"TLM",3,65.2,44.9,NA,NA,NA,NA,NA,"1998"
"4139","TLM073","SPEI",1998-06-07,"TLM",4,67.2,46.2,NA,NA,NA,NA,NA,"1998"
"4140","TLM073","SPEI",1998-06-07,"TLM",5,69.3,43.4,NA,NA,NA,NA,NA,"1998"
"4141","TLM074","SPEI",1998-06-08,"TLM",1,64,46.4,NA,NA,NA,NA,NA,"1998"
"4142","TLM074","SPEI",1998-06-08,"TLM",2,64.6,46.4,NA,NA,NA,NA,NA,"1998"
"4143","TLM074","SPEI",1998-06-08,"TLM",3,64.4,47.4,NA,NA,NA,NA,NA,"1998"
"4144","TLM074","SPEI",1998-06-08,"TLM",4,65.4,47.3,NA,NA,NA,NA,NA,"1998"
"4145","TLM077","SPEI",1998-06-08,"TLM",1,67.8,43.6,NA,NA,NA,NA,NA,"1998"
"4146","TLM077","SPEI",1998-06-08,"TLM",2,68,43.7,NA,NA,NA,NA,NA,"1998"
"4147","TLM077","SPEI",1998-06-08,"TLM",3,66.3,43.6,NA,NA,NA,NA,NA,"1998"
"4148","TLM078","SPEI",1998-06-08,"TLM",1,69.4,45.6,NA,NA,NA,NA,NA,"1998"
"4149","TLM078","SPEI",1998-06-08,"TLM",2,68.6,46.6,NA,NA,NA,NA,NA,"1998"
"4150","TLM078","SPEI",1998-06-08,"TLM",3,65.7,47.1,NA,NA,NA,NA,NA,"1998"
"4151","TLM079","SPEI",1998-06-08,"TLM",1,74.5,44.6,NA,NA,NA,NA,NA,"1998"
"4152","TLM079","SPEI",1998-06-08,"TLM",2,68.2,46.9,NA,NA,NA,NA,NA,"1998"
"4153","TLM079","SPEI",1998-06-08,"TLM",3,67.9,45.7,NA,NA,NA,NA,NA,"1998"
"4154","TLM079","SPEI",1998-06-08,"TLM",4,67.1,45.3,NA,NA,NA,NA,NA,"1998"
"4155","TLM079","SPEI",1998-06-08,"TLM",5,66.8,46.7,NA,NA,NA,NA,NA,"1998"
"4156","TLM080","SPEI",1998-06-08,"TLM",1,67.5,45.1,NA,NA,NA,NA,NA,"1998"
"4157","TLM080","SPEI",1998-06-08,"TLM",2,70.9,45.5,NA,NA,NA,NA,NA,"1998"
"4158","TLM080","SPEI",1998-06-08,"TLM",3,70,45.5,NA,NA,NA,NA,NA,"1998"
"4159","TLM082","SPEI",1998-06-09,"TLM",1,66.1,45.9,NA,NA,NA,NA,NA,"1998"
"4160","TLM082","SPEI",1998-06-09,"TLM",2,67.5,47.3,NA,NA,NA,NA,NA,"1998"
"4161","TLM082","SPEI",1998-06-09,"TLM",3,65.6,48.4,NA,NA,NA,NA,NA,"1998"
"4162","TLM082","SPEI",1998-06-09,"TLM",4,64.9,47.7,NA,NA,NA,NA,NA,"1998"
"4163","TLM082","SPEI",1998-06-09,"TLM",5,65.6,47,NA,NA,NA,NA,NA,"1998"
"4164","TLM083","SPEI",1998-06-09,"TLM",1,65.6,44.6,NA,NA,NA,NA,NA,"1998"
"4165","TLM083","SPEI",1998-06-09,"TLM",2,70.6,43.7,NA,NA,NA,NA,NA,"1998"
"4166","TLM083","SPEI",1998-06-09,"TLM",3,68,44.9,NA,NA,NA,NA,NA,"1998"
"4167","TLM083","SPEI",1998-06-09,"TLM",4,66.4,43.7,NA,NA,NA,NA,NA,"1998"
"4168","TLM083","SPEI",1998-06-09,"TLM",5,63.9,42.9,NA,NA,NA,NA,NA,"1998"
"4169","TLM086","SPEI",1998-06-09,"TLM",1,67,44.6,NA,NA,NA,NA,NA,"1998"
"4170","TLM086","SPEI",1998-06-09,"TLM",2,70.2,45.6,NA,NA,NA,NA,NA,"1998"
"4171","TLM086","SPEI",1998-06-09,"TLM",3,68.3,45.4,NA,NA,NA,NA,NA,"1998"
"4172","TLM086","SPEI",1998-06-09,"TLM",4,68.5,45.4,NA,NA,NA,NA,NA,"1998"
"4173","TLM086","SPEI",1998-06-09,"TLM",5,67.5,44.9,NA,NA,NA,NA,NA,"1998"
"4174","TLM089","SPEI",1998-06-09,"TLM",1,64.1,42.4,NA,NA,NA,NA,NA,"1998"
"4175","TLM089","SPEI",1998-06-09,"TLM",2,65.7,43.7,NA,NA,NA,NA,NA,"1998"
"4176","TLM089","SPEI",1998-06-09,"TLM",3,63.3,43.5,NA,NA,NA,NA,NA,"1998"
"4177","TLM089","SPEI",1998-06-09,"TLM",4,60.8,43.5,NA,NA,NA,NA,NA,"1998"
"4178","TLM089","SPEI",1998-06-09,"TLM",5,62.3,43.3,NA,NA,NA,NA,NA,"1998"
"4179","TLM094","SPEI",1998-06-10,"KLW",1,66.6,44.5,NA,NA,NA,NA,NA,"1998"
"4180","TLM094","SPEI",1998-06-10,"KLW",2,67.5,45.8,NA,NA,NA,NA,NA,"1998"
"4181","TLM094","SPEI",1998-06-10,"KLW",3,67.9,45.5,NA,NA,NA,NA,NA,"1998"
"4182","TLM094","SPEI",1998-06-10,"KLW",4,64.4,45.1,NA,NA,NA,NA,NA,"1998"
"4183","TLM094","SPEI",1998-06-10,"KLW",5,66.2,44.7,NA,NA,NA,NA,NA,"1998"
"4184","TLM095","SPEI",1998-06-10,"KLW",1,66.5,44.4,NA,NA,NA,NA,NA,"1998"
"4185","TLM095","SPEI",1998-06-10,"KLW",2,66.4,44.6,NA,NA,NA,NA,NA,"1998"
"4186","TLM095","SPEI",1998-06-10,"KLW",3,67.1,45.4,NA,NA,NA,NA,NA,"1998"
"4187","TLM096","SPEI",1998-06-10,"KLW",1,70.6,47.4,NA,NA,NA,NA,NA,"1998"
"4188","TLM096","SPEI",1998-06-10,"KLW",2,70.4,46.3,NA,NA,NA,NA,NA,"1998"
"4189","TLM096","SPEI",1998-06-10,"KLW",3,68.9,46.3,NA,NA,NA,NA,NA,"1998"
"4190","TLM096","SPEI",1998-06-10,"KLW",4,70,44.5,NA,NA,NA,NA,NA,"1998"
"4191","TLM096","SPEI",1998-06-10,"KLW",5,68.9,45.7,NA,NA,NA,NA,NA,"1998"
"4192","TLM097","SPEI",1998-06-10,"KLW",1,67.6,46.5,NA,NA,NA,NA,NA,"1998"
"4193","TLM097","SPEI",1998-06-10,"KLW",2,64.8,46.6,NA,NA,NA,NA,NA,"1998"
"4194","TLM097","SPEI",1998-06-10,"KLW",3,63.4,45.2,NA,NA,NA,NA,NA,"1998"
"4195","TLM097","SPEI",1998-06-10,"KLW",4,64.7,46.3,NA,NA,NA,NA,NA,"1998"
"4196","TLM097","SPEI",1998-06-10,"KLW",5,62.6,44.3,NA,NA,NA,NA,NA,"1998"
"4197","TLM098","SPEI",1998-06-10,"KLW",1,65.5,45.7,NA,NA,NA,NA,NA,"1998"
"4198","TLM098","SPEI",1998-06-10,"KLW",2,72.2,45.7,NA,NA,NA,NA,NA,"1998"
"4199","TLM098","SPEI",1998-06-10,"KLW",3,67.9,45.5,NA,NA,NA,NA,NA,"1998"
"4200","TLM098","SPEI",1998-06-10,"KLW",4,67.9,45.5,NA,NA,NA,NA,NA,"1998"
"4201","TLM098","SPEI",1998-06-10,"KLW",5,70.1,44.5,NA,NA,NA,NA,NA,"1998"
"4202","TLM100","SPEI",1998-06-10,"KLW",1,64,43.9,NA,NA,NA,NA,NA,"1998"
"4203","TLM100","SPEI",1998-06-10,"KLW",2,62.2,44.4,NA,NA,NA,NA,NA,"1998"
"4204","TLM100","SPEI",1998-06-10,"KLW",3,62.2,43.9,NA,NA,NA,NA,NA,"1998"
"4205","TLM100","SPEI",1998-06-10,"KLW",4,62.3,44.5,NA,NA,NA,NA,NA,"1998"
"4206","TLM100","SPEI",1998-06-10,"KLW",5,63.6,43.3,NA,NA,NA,NA,NA,"1998"
"4207","TLM102","SPEI",1998-06-10,"KLW",1,68.1,45.5,NA,NA,NA,NA,NA,"1998"
"4208","TLM102","SPEI",1998-06-10,"KLW",2,65.7,45.5,NA,NA,NA,NA,NA,"1998"
"4209","TLM102","SPEI",1998-06-10,"KLW",3,67.3,46.1,NA,NA,NA,NA,NA,"1998"
"4210","TLM102","SPEI",1998-06-10,"KLW",4,66.7,45.8,NA,NA,NA,NA,NA,"1998"
"4211","TLM102","SPEI",1998-06-10,"KLW",5,0.7,0,NA,NA,NA,NA,NA,"1998"
"4212","TLM103","SPEI",1998-06-10,"KLW",1,70.4,45.2,NA,NA,NA,NA,NA,"1998"
"4213","TLM103","SPEI",1998-06-10,"KLW",2,69.6,46.9,NA,NA,NA,NA,NA,"1998"
"4214","TLM103","SPEI",1998-06-10,"KLW",3,70.5,44.6,NA,NA,NA,NA,NA,"1998"
"4215","TLM103","SPEI",1998-06-10,"KLW",4,69,43.9,NA,NA,NA,NA,NA,"1998"
"4216","TLM104","SPEI",1998-06-10,"KLW",1,65.7,44.7,NA,NA,NA,NA,NA,"1998"
"4217","TLM104","SPEI",1998-06-10,"KLW",2,69.1,45.7,NA,NA,NA,NA,NA,"1998"
