"","CAPTURE","FIRST_MARK","NASAL","SEX","NEST_NO","DATE","TIME","OBS","EASTING","NORTHING","ZONE","ASSOC","COMMENTS","Year","SPECIES","TARSALCODE","PLOT","RESIGHT","BAND #","RESIGHT_METHOD","Year Banded","...24","Culmen","Tarsus","Peviously had nasal disk?","...28","LAT","LON"
"328",FALSE,"NONE","UNK","F","BAND",1995-05-11,1600,"TLM",500500,"6745000",NA,"FLOC","7 pairs total flying through camp","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8403046091545,-164.990801577962
"329",FALSE,"NONE","NON","F","BAND",1995-05-11,2003,"TLM",500500,"6745500",NA,"PAIR","2 spei pairs nearby","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8447936682404,-164.990800288168
"330",FALSE,"NONE","NON","F","BAND",1995-05-11,2003,"TLM",500500,"6745500",NA,"PAIR","2 spei pairs nearby","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8447936682404,-164.990800288168
"331",FALSE,"NONE","NON","F","BAND",1995-05-11,2003,"TLM",500500,"6745500",NA,"PAIR","2 spei pairs nearby","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8447936682404,-164.990800288168
"332",FALSE,"NONE","NON","F","BAND",1995-05-12,1320,"TLM",5e+05,"6745500",NA,"PAIR","2 pairs nearby","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"333",FALSE,"NONE","NON","F","BAND",1995-05-12,1320,"TLM",5e+05,"6745500",NA,"PAIR","2 spei pairs nearby","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"334",FALSE,"NONE","NON","F","BAND",1995-05-12,1320,"TLM",5e+05,"6745500",NA,"PAIR","2 spei pair nearby","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"335",FALSE,"NASAL","PRE","F","BAND",1995-05-12,1340,"TLM",5e+05,"6746000",NA,"PAIR","flying","1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8492830390959,-165
"336",FALSE,"NONE","UNK","F","BAND",1995-05-12,1345,"TLM",5e+05,"6746000",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8492830390959,-165
"337",FALSE,"NONE","NON","F","BAND",1995-05-12,1402,"TLM",499500,"6745500",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8447936682404,-165.009199711832
"338",FALSE,"TARSAL","NON","F","BAND",1995-05-12,1413,"TLM",499000,"6745000",NA,"PAIR","unmarked pair in same pond","1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8403036651295,-165.018396843657
"339",FALSE,"NONE","NON","F","BAND",1995-05-12,1413,"TLM",499000,"6745000",NA,"PAIR","marked pair in same pond","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8403036651295,-165.018396843657
"340",FALSE,"TARSAL","NON","F","BAND",1995-05-12,1434,"TLM",5e+05,"6744500",NA,"PAIR",NA,"1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358158616651,-165
"341",FALSE,"NONE","UNK","F","BAND",1995-05-13,1200,"TLM",5e+05,"6745500",NA,"PAIR","flying with other pair","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"342",FALSE,"NASAL","UNK","F","BAND",1995-05-13,1200,"TLM",5e+05,"6745500",NA,"PAIR","flying with other pair","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"343",FALSE,"NONE","NON","F","BAND",1995-05-13,1230,"TLM",5e+05,"6745500",NA,"PAIR",NA,"1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"344",FALSE,"NONE","NON","F","BAND",1995-05-13,1259,"TLM",5e+05,"6745500",NA,"PAIR",NA,"1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"345",FALSE,"NASAL","PRE","F","BAND",1995-05-13,1305,"TLM",5e+05,"6745500",NA,"PAIR",NA,"1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"346",FALSE,"TARSAL","NON","F","BAND",1995-05-13,1315,"TLM",5e+05,"6745500",NA,"PAIR",NA,"1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"347",FALSE,NA,NA,"F","BAND",1995-05-13,0,"TLM",0,"0",NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",FALSE,"NONE","NON","F","BAND",1995-05-14,1222,"TLM",501000,"6746000",NA,"PAIR","pair sitting in grass","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8492817799345,-164.981597996329
"349",FALSE,"NONE","UNK","F","BAND",1995-05-14,1232,"TLM",500500,"6747000",NA,"PAIR",NA,"1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8582608273754,-164.990796416275
"350",FALSE,"NONE","UNK","F","BAND",1995-05-14,1232,"TLM",500500,"6747000",NA,"PAIR","with another pair flooded mudflat","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8582608273754,-164.990796416275
"351",FALSE,"NONE","NON","F","BAND",1995-05-14,1306,"TLM",501500,"6747500",NA,"PAIR","female sitting on island","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8627473546725,-164.972385376096
"352",FALSE,"NONE","NON","F","BAND",1995-05-14,1308,"TLM",501500,"6747500",NA,"PAIR","pair flew over nw upland","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8627473546725,-164.972385376096
"353",FALSE,"NONE","NON","F","BAND",1995-05-17,1120,"MRB",500500,"6744500",NA,"FLOC","flying with a male & another female","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358155470477,-164.990802867339
"354",FALSE,"NONE","NON","F","BAND",1995-05-17,1120,"MRB",500500,"6744500",NA,"FLOC","flying with a male & another female","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358155470477,-164.990802867339
"355",FALSE,"NONE","NON","F","BAND",1995-05-17,1200,"MRB",499500,"6744500",NA,"PAIR","on pond","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358155470477,-165.009197132661
"356",FALSE,"NONE","NON","F","BAND",1995-05-17,1330,"MRB",500500,"6743500",NA,"PAIR","on lakeshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8268374137702,-164.990805444839
"357",FALSE,"NONE","UNK","F","BAND",1995-05-17,1553,"MRB",500500,"6744000",NA,"PAIR","flying by","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"358",FALSE,"TARSAL","NON","F","BAND",1995-05-17,1555,"MRB",500500,"6744000",NA,"PAIR","on lake bank","1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"359",FALSE,"NONE","NON","F","BAND",1995-05-17,1630,"MRB",5e+05,"6744500",NA,"PAIR","flying by","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358158616651,-165
"360",FALSE,"NONE","NON","F","BAND",1995-05-18,1200,"MRB",501000,"6744500",NA,"PAIR","flying by","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358146031957,-164.981605735095
"361",FALSE,"NONE","NON","F","BAND",1995-05-18,1200,"MRB",501000,"6744500",NA,"PAIR","on lakeshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358146031957,-164.981605735095
"362",FALSE,"NASAL","PRE","F","BAND",1995-05-18,1220,"MRB",501000,"6744000",NA,"FLOC","on lakeshore with a male & a female","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313255382406,-164.981608313013
"363",FALSE,"NASAL","PRE","F","BAND",1995-05-18,1220,"MRB",501000,"6744000",NA,"FLOC","on lakeshore with a male & a female","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313255382406,-164.981608313013
"364",FALSE,"NASAL","PRE","F","BAND",1995-05-18,1305,"MRB",502000,"6744000",NA,"FLOC","on shore near another female","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313217635245,-164.963216629366
"365",FALSE,"NONE","NON","F","BAND",1995-05-18,1305,"MRB",502000,"6744000",NA,"FLOC","on lakeshore near another female","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313217635245,-164.963216629366
"366",FALSE,"NONE","NON","F","BAND",1995-05-18,1335,"MRB",502000,"6744000",NA,"PAIR","on lakeshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313217635245,-164.963216629366
"367",FALSE,"NONE","UNK","F","BAND",1995-05-18,1425,"MRB",502500,"6743500",NA,"PAIR","flying by","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8268298657212,-164.954027232541
"368",FALSE,"NONE","NON","F","BAND",1995-05-18,1704,"MRB",500100,"6744000",NA,"PAIR","flushed off lakeshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.831326783897,-164.998160831246
"369",FALSE,"NONE","NON","F","BAND",1995-05-18,1720,"MRB",500100,"6744000",NA,"PAIR","flying by","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.831326783897,-164.998160831246
"370",FALSE,"NONE","NON","F","BAND",1995-05-15,1330,"TLM",502000,"6744500",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358108277879,-164.963211473533
"371",FALSE,"NONE","NON","F","BAND",1995-05-15,1440,"TLM",502500,"6745000",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8402970569557,-164.954007898171
"372",FALSE,"NONE","NON","F","BAND",1995-05-16,1142,"TLM",500500,"6744500",NA,"PAIR","flying south of camp upland","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358155470477,-164.990802867339
"373",FALSE,"NONE","NON","F","BAND",1995-05-16,1151,"TLM",500500,"6744500",NA,"PAIR","sitting on lakeshore","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358155470477,-164.990802867339
"374",FALSE,"NONE","NON","F","BAND",1995-05-16,1234,"TLM",5e+05,"6744500",NA,"PAIR","sitting on lakeshore west of slough","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358158616651,-165
"375",FALSE,"NONE","NON","F","BAND",1995-05-16,1234,"TLM",5e+05,"6744500",NA,"PAIR","sitting on pondshore west of slough","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358158616651,-165
"376",FALSE,"NONE","NON","F","BAND",1995-05-16,1249,"TLM",500500,"674400",NA,"PAIR","flew within 10m of us","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.10127727108178,-164.995481199738
"377",FALSE,"NONE","NON","F","BAND",1995-05-16,1345,"TLM",501000,"6743500",NA,"PAIR","sitting bank of mudflat","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.826836470264,-164.981610890095
"378",FALSE,"NASAL","PRE","F","BAND",1995-05-16,1402,"TLM",500500,"6744000",NA,"FLOC","with 2 other pairs in sm pond","1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"379",FALSE,"NONE","NON","F","BAND",1995-05-16,1402,"TLM",500500,"6744000",NA,"FLOC","with a marked and unmarked pair sm pond","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"380",FALSE,"NONE","NON","F","BAND",1995-05-16,1402,"TLM",500500,"6744000",NA,"FLOC","pair also with mark and umarked pair pod","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"381",FALSE,"NONE","NON","F","BAND",1995-05-16,1355,"TLM",501000,"6744000",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313255382406,-164.981608313013
"382",FALSE,"NASAL","E78","F","BAND",1995-05-16,1417,"TLM",500500,"67444000",NA,"FLOC","paired w/ 2 unmarked spei pair pond","1995",NA,"4J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.2227346930425,14.9884267793161
"383",FALSE,"NONE","NON","F","BAND",1995-05-16,1417,"TLM",500500,"6744000",NA,"FLOC","see notes","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"384",FALSE,"NONE","NON","F","BAND",1995-05-16,1417,"TLM",500500,"6744000",NA,"FLOC","see notes","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"385",FALSE,"NONE","NON","F","BAND",1995-05-16,1417,"TLM",500500,"6744000",NA,"FLOC","see notes","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"386",FALSE,"TARSAL","NON","F","BAND",1995-05-16,1417,"TLM",500500,"6744000",NA,"FLOC","see notes","1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"387",FALSE,"NONE","NON","F","BAND",1995-05-17,1040,"TLM",5e+05,"6744500",NA,"PAIR","loafing lakeshore","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358158616651,-165
"388",FALSE,"NONE","NON","F","BAND",1995-05-17,1107,"TLM",500500,"6744500",NA,"PAIR","loafing pondshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358155470477,-164.990802867339
"389",FALSE,"NONE","NON","F","BAND",1995-05-17,1116,"TLM",5e+05,"6745500",NA,"FLOC","with another female and male","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"390",FALSE,"NASAL","PRE","F","BAND",1995-05-17,1121,"TLM",499500,"6744500",NA,"PAIR","loafing pondshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358155470477,-165.009197132661
"391",FALSE,"NONE","NON","F","BAND",1995-05-17,1123,"TLM",499500,"6744500",NA,"PAIR","loafing pondshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358155470477,-165.009197132661
"392",FALSE,"TARSAL","NON","F","BAND",1995-05-17,1130,"TLM",5e+05,"6745500",NA,"PAIR","other spei pair in lake","1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"393",FALSE,"NONE","NON","F","BAND",1995-05-17,1130,"TLM",5e+05,"6745500",NA,"PAIR","marked spei pair same lake","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"394",FALSE,"NONE","NON","F","BAND",1995-05-17,1132,"TLM",5e+05,"6745500",NA,"PAIR","loafing lakeshore west tower","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"395",FALSE,"NONE","NON","F","BAND",1995-05-17,1135,"TLM",5e+05,"6745500",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"396",FALSE,"NASAL","UNK","F","BAND",1995-05-17,1139,"TLM",5e+05,"6745500",NA,"ALON","another nasa female pond nearby","1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"397",FALSE,"NASAL","PRE","F","BAND",1995-05-17,1139,"TLM",5e+05,"6745500",NA,"ALON","nasa female pond nearby","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"398",FALSE,"NASAL","PRE","F","BAND",1995-05-17,1150,"TLM",5e+05,"6746000",NA,"FLOC","paired see notes","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8492830390959,-165
"399",FALSE,"NONE","NON","F","BAND",1995-05-17,1150,"TLM",5e+05,"6746000",NA,"FLOC","paired see notes","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8492830390959,-165
"400",FALSE,"NONE","NON","F","BAND",1995-05-17,1150,"TLM",5e+05,"6746000",NA,"FLOC","with 2 males see notes","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8492830390959,-165
"401",FALSE,"NONE","NON","F","BAND",1995-05-17,1148,"TLM",5e+05,"6746000",NA,"PAIR","loafing pondshore see notes","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8492830390959,-165
"402",FALSE,"NONE","NON","F","BAND",1995-05-17,1200,"TLM",5e+05,"6745500",NA,"PAIR","loafing pondshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.844793982973,-165
"403",FALSE,"NONE","UNK","F","BAND",1995-05-17,1240,"TLM",5e+05,"6746500",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8537720921986,-165
"404",FALSE,"NONE","NON","F","BAND",1995-05-17,1246,"TLM",499500,"6747000",NA,"PAIR","loafing pondshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8582608273754,-165.009203583725
"405",FALSE,"NONE","NON","F","BAND",1995-05-17,1315,"TLM",5e+05,"6747000",NA,"PAIR","loafing lakeshore brant colony","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8582611422811,-165
"406",FALSE,"NONE","NON","F","BAND",1995-05-17,1340,"TLM",5e+05,"6747500",NA,"PAIR","loafing lakeshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.862750189344,-165
"407",FALSE,"NONE","NON","F","BAND",1995-05-17,1407,"TLM",500500,"6748000",NA,"FLOC","paired also with another pair lakeshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8672389183662,-164.99079383292
"408",FALSE,"NONE","NON","F","BAND",1995-05-17,1407,"TLM",500500,"6748000",NA,"FLOC","paired and with other pair lakeshor","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8672389183662,-164.99079383292
"409",FALSE,"NONE","NON","F","BAND",1995-05-17,1410,"TLM",500500,"6748000",NA,"FLOC","paired and with another pair lakeshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8672389183662,-164.99079383292
"410",FALSE,"NONE","NON","F","BAND",1995-05-17,1410,"TLM",500500,"6748000",NA,"FLOC","paired and with another pair lakeshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8672389183662,-164.99079383292
"411",FALSE,"NONE","NON","F","BAND",1995-05-17,1437,"TLM",500500,"6748000",NA,"PAIR","loafing near mudflats","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8672389183662,-164.99079383292
"412",FALSE,"NONE","NON","F","BAND",1995-05-18,1130,"TLM",500500,"6745000",NA,"PAIR","loafing lakeshore camp megu colony","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8403046091545,-164.990801577962
"413",FALSE,"NONE","NON","F","BAND",1995-05-18,1147,"TLM",501500,"6745000",NA,"PAIR","loafing horshoe lake;got within 20m","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8403020917546,-164.972404735559
"414",FALSE,"NONE","NON","F","BAND",1995-05-18,1210,"TLM",501500,"6745000",NA,"PAIR","female may sitting on dirt bowl close vt","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8403020917546,-164.972404735559
"415",FALSE,"TARSAL","NON","F","BAND",1995-05-18,1308,"TLM",502500,"6745000",NA,"PAIR","swimming east tower lake","1995",NA,"PRE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8402970569557,-164.954007898171
"416",FALSE,"NONE","NON","F","BAND",1995-05-18,1332,"TLM",503000,"6745000",NA,"PAIR","swimming sm slough","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8402935955321,-164.944809482403
"417",FALSE,"TARSAL","NON","F","BAND",1995-05-18,1400,"TLM",503000,"6745000",NA,"PAIR","loafing pondshore","1995",NA,"J2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8402935955321,-164.944809482403
"418",FALSE,"NONE","UNK","F","BAND",1995-05-18,1425,"TLM",502500,"6745500",NA,"PAIR","sitting bank of mudflat","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8447861146575,-164.954001449203
"419",FALSE,"NONE","NON","F","BAND",1995-05-18,1453,"TLM",502500,"6745500",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8447861146575,-164.954001449203
"420",FALSE,"NONE","NON","F","BAND",1995-05-18,1514,"TLM",502000,"6746000",NA,"PAIR","loafing pondshore close to upland","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8492780024507,-164.963195996005
"421",FALSE,"NASAL","PRE","F","BAND",1995-05-18,1553,"TLM",502500,"6746500",NA,"FLOC","paired;flying with another pair","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8537642209983,-164.953988544993
"422",FALSE,"NONE","NON","F","BAND",1995-05-18,1553,"TLM",502500,"6746500",NA,"FLOC","paired;flying with another pair","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8537642209983,-164.953988544993
"423",FALSE,"NONE","UNK","F","BAND",1995-05-18,1633,"TLM",501500,"6746000",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8492802059828,-164.97239699554
"424",FALSE,"NONE","NON","F","BAND",1995-05-22,952,"TLM",500500,"6744500",NA,"PAIR","flying plot 27","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358155470477,-164.990802867339
"425",FALSE,"NONE","NON","F","BAND",1995-05-22,1110,"TLM",500500,"6744000",NA,"PAIR","swimming pond east border plt27","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"426",FALSE,"NONE","NON","F","BAND",1995-05-22,1115,"TLM",500500,"6744000",NA,"PAIR","swimming south border plt27","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"427",FALSE,"NONE","NON","F","BAND",1995-05-22,1120,"TLM",500500,"6744000",NA,"ALON","acting nesty circled me few times","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313264819197,-164.990804156298
"428",FALSE,"NONE","NON","F","BAND",1995-05-22,1143,"TLM",501000,"6744000",NA,"PAIR","loafing bank of Big Lake east plt33","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313255382406,-164.981608313013
"429",FALSE,"NONE","NON","F","BAND",1995-05-22,1145,"TLM",50050,"6743500",NA,"PAIR","loafing in meadow plt33","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5736672366963,-173.224055345483
"430",FALSE,"NONE","NON","F","BAND",1995-05-22,1159,"TLM",500500,"6743500",NA,"PAIR","loafing lake plt33","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8268374137702,-164.990805444839
"431",FALSE,"NASAL","PRE","F","BAND",1995-05-22,1527,"TLM",500500,"6743000",NA,"PAIR","loafing pond plt34","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8223483425989,-164.990806732962
"432",FALSE,"NONE","NON","F","BAND",1995-05-22,1631,"TLM",500500,"6742500",NA,"PAIR","loafing plt34","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8178592684055,-164.990808020669
"433",FALSE,"NASAL","NON","F","BAND",1995-05-22,1631,"TLM",500500,"6742500",NA,"PAIR","loafing south plt34","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8178592684055,-164.990808020669
"434",FALSE,"TARSAL","NON","F","BAND",1995-05-22,0,"TLM",500500,"6742500",NA,"DEAD","delete this file","1995",NA,"NON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8178592684055,-164.990808020669
"435",FALSE,"NONE","UNK","F","BAND",1995-05-21,1130,"MRB",500500,"6746500",NA,"PAIR","flying by","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8537717773505,-164.990797707325
"436",FALSE,"NONE","UNK","F","BAND",1995-05-21,1330,"MRB",5e+05,"6746500",NA,"PAIR","flying by","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8537720921986,-165
"437",FALSE,"NONE","NON","F","BAND",1995-05-22,950,"MRB",500500,"6744500",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8358155470477,-164.990802867339
"438",FALSE,"NONE","UNK","F","BAND",1995-05-22,1400,"MRB",500500,"6743000",NA,"PAIR","on lakeshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8223483425989,-164.990806732962
"439",FALSE,"NONE","NON","F","BAND",1995-05-23,1015,"MRB",501500,"6744000",NA,"PAIR","on lakeshore","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313239654421,-164.972412470563
"440",FALSE,"NONE","NON","F","BAND",1995-05-23,1110,"MRB",501500,"6744000",NA,"PAIR","on pond","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313239654421,-164.972412470563
"441",FALSE,"NONE","UNK","F","BAND",1995-05-23,1145,"MRB",501000,"6744000",NA,"FLOC","on lakeshore with 2 males","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313255382406,-164.981608313013
"442",FALSE,"NONE","NON","F","BAND",1995-05-23,1240,"MRB",502000,"6744000",NA,"PAIR","flying","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8313217635245,-164.963216629366
"443",FALSE,"NONE","UNK","F","BAND",1995-05-23,1400,"MRB",503000,"6743500",NA,"PAIR","on lakeshore near COEI pair","1995",NA,"UNK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.8268264061996,-164.94483268364
